,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeDT,homeNT,homeRDE,homeSLB,homeMLB,homeWLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayUT,awayNT,awayRDE,awaySLB,awayMLB,awayLCB,awayCB,awayRCB,awaySS,awayFS,awayDT,awayOLB,awayS,homeDE,homeLILB,homeLOLB,homeRILB,homeROLB,awayILB,homeFB,awayDB,awayLDT,awayRDT,awayWLB,homeCB,awayHB,awayLOT,awayROT,homeDB,homeILB,homeLDT,homeRDT,homeJLB,awayDE,homeOLB,homeLB,awayLOLB,awayROLB,homeHB,awayDL,awayLB,awayOL,homeDL,homeOL,awayMIKE,awaySAM,awayTED,awayWILL,away63,awayMILB,awayMOLB,awayRUSH,homeEND,homeMIKE,homeS,homeT,homeWILL,homeLOT,homeROT,awayJLB,homeBLB,awayLILB,awayRILB,homeUT,homeMILB,homeMOLB,homeH-B,homeSAM,homeTED,homeRUSH,awayH-B,awayEND,awayT,awayBLB,awayNB,home3CB,home33,awaySCB,awayNE,homeNE,homeNDB,homeMCB,homeLLB,homeRLB,homeNB
27,2010,September 19,2,Washington Redskins,Houston Texans,Mike Shanahan,Gary Kubiak,1-1,2-0,outdoors,grass ,Houston Texans -3.0,42.5 (over),Donovan McNabb,Clinton Portis,Santana Moss,Chris Cooley,Trent Williams,Derrick Dockery,Casey Rabach,Artis Hicks,Jammal Brown,Adam Carriker,,Ma'ake Kemoeatu,Kedric Golston,,,,DeAngelo Hall,Carlos Rogers,LaRon Landry,Reed Doughty,Matt Schaub,Arian Foster,Vonta Leach,Kevin Walter,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Antoine Caldwell,Eric Winston,Antonio Smith,,Shaun Cody,Mario Williams,Xavier Adibi,DeMeco Ryans,Glover Quin,,Kareem Jackson,Bernard Pollard,Eugene Wilson,Amobi Okoye,,,,,Andre Carter,,Brian Orakpo,,Mike Sellers,,,,Zach Diles,,,,,,Rocky McIntosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2010,September 19,2,San Diego Chargers,Jacksonville Jaguars,Norv Turner,Jack Del Rio,1-1,1-1,outdoors,grass ,San Diego Chargers -7.0,45.0 (over),Philip Rivers,Ryan Mathews,Malcom Floyd,Antonio Gates,Brandyn Dombrowski,Kris Dielman,Nick Hardwick,Louis Vasquez,Jeromey Clary,,Antonio Garay,,,,,,Quentin Jammer,Antoine Cason,Steve Gregory,Eric Weddle,David Garrard,Maurice Jones-Drew,Rashad Jennings,Mike Sims-Walker,Marcedes Lewis,Eugene Monroe,Justin Smiley,Brad Meester,Uche Nwaneri,Eben Britton,,,,,,,,David Jones,,Courtney Greene,Sean Considine,Terrance Knighton,,,Luis Castillo,,,,,,Jacob Hester,,,,,,,,,,Kevin Burnett,,,,Derrick Harvey,Shaun Phillips,,,,,,Justin Durant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2010,September 19,2,New York Jets,New England Patriots,Rex Ryan,Bill Belichick,1-1,1-1,outdoors,fieldturf,New England Patriots -3.0,39.5 (over),Mark Sanchez,Shonn Greene,Braylon Edwards,Dustin Keller,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Damien Woody,,,Sione Pouha,,,,,,,,,Tom Brady,Kevin Faulk,,Wes Welker,Aaron Hernandez,Matt Light,Dan Connolly,Dan Koppen,Steve Neal,Sebastian Vollmer,Gerard Warren,,,Ron Brace,,,Darius Butler,,Devin McCourty,,,,Rob Ninkovich,Patrick Chung,,,,,,Jerod Mayo,,,Vince Wilfork,,,Antonio Cromartie,,,,,,,,,,Jason Taylor,,,,,,,,,,,,,,,,,,Shaun Ellis,David Harris,Jim Leonhard,,Bart Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2010,September 19,2,Indianapolis Colts,New York Giants,Jim Caldwell,Tom Coughlin,1-1,1-1,retractable roof (open),fieldturf ,Indianapolis Colts -4.0,48.5 (over),Peyton Manning,Joseph Addai,Pierre Garcon,Dallas Clark,Charlie Johnson,Jamey Richard,Jeff Saturday,Mike Pollak,Ryan Diem,Robert Mathis,,,Dwight Freeney,Philip Wheeler,Gary Brackett,Kavell Conner,Kelvin Hayden,Jerraud Powers,Melvin Bullitt,Antoine Bethea,Eli Manning,Ahmad Bradshaw,Madison Hedgecock,Mario Manningham,Adam Koets,David Diehl,Rich Seubert,Shaun O'Hara,Chris Snee,Kareem McKenzie,Justin Tuck,,,Osi Umenyiora,,Jonathan Goff,Corey Webster,,Terrell Thomas,Kenny Phillips,Antrel Rolle,,,Deon Grant,,,,,,,,,Barry Cofield,Chris Canty,Michael Boley,,,,,,,Fili Moala,Daniel Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brody Eldridge,,,,,,,,,,,,,,,,,,
31,2010,September 20,2,San Francisco 49ers,New Orleans Saints,Mike Singletary,Sean Payton,0-2,2-0,outdoors,grass ,New Orleans Saints -5.0,43.5 (over),Alex Smith,Frank Gore,Josh Morgan,Vernon Davis,Joe Staley,Mike Iupati,David Baas,Adam Snyder,Anthony Davis,,,Aubrayo Franklin,,,,,Shawntae Spencer,Nate Clements,Michael Lewis,Dashon Goldson,Drew Brees,Reggie Bush,Heath Evans,Marques Colston,Jeremy Shockey,Jermon Bushrod,Carl Nicks,Jonathan Goodwin,Jahri Evans,Jon Stinchcomb,Alex Brown,,Remi Ayodele,Will Smith,Jo-Lonn Dunbar,Jonathan Vilma,Jabari Greer,,Tracy Porter,Roman Harper,Malcolm Jenkins,Sedrick Ellis,,,,,,,,,Moran Norris,,,,Scott Shanle,,,,,,,Isaac Sopoaga,Justin Smith,,,,,,,,,,,,,,,,,,,,,,Patrick Willis,,,Parys Haralson,,,,,,,,,,,Manny Lawson,Takeo Spikes,,,,,,,,,,,,,,,,
32,2010,September 26,3,Baltimore Ravens,Cleveland Browns,John Harbaugh,Eric Mangini,2-1,0-3,outdoors,fieldturf ,Baltimore Ravens -12.5,36.5 (over),Joe Flacco,Ray Rice,Derrick Mason,Todd Heap,Michael Oher,Ben Grubbs,Matt Birk,Chris Chester,Marshal Yanda,,Haloti Ngata,Kelly Gregg,,,,,Josh Wilson,Fabian Washington,Dawan Landry,Tom Zbikowski,Seneca Wallace,Peyton Hillis,,Mohamed Massaquoi,Ben Watson,Joe Thomas,Eric Steinbach,Alex Mack,Floyd Womack,John St. Clair,Robaire Smith,,Ahtyba Rubin,Kenyon Coleman,,,Eric Wright,,Sheldon Brown,,,,Scott Fujita,T.J. Ward,,,,,,Eric Barton,Le'Ron McClain,,,,,Chris Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ray Lewis,,,Dannell Ellerbe,,,,,,,,,,,Jarret Johnson,,Terrell Suggs,,,,,,,,,,,,,,,
33,2010,September 26,3,Houston Texans,Dallas Cowboys,Gary Kubiak,Wade Phillips,2-1,1-2,retractable roof (closed),grass ,Houston Texans -2.5,47.5 (under),Matt Schaub,Arian Foster,Jacoby Jones,Owen Daniels,Rashad Butler,Wade Smith,Chris Myers,Mike Brisiel,Eric Winston,Antonio Smith,Amobi Okoye,Shaun Cody,Mario Williams,Xavier Adibi,DeMeco Ryans,Zach Diles,Glover Quin,Kareem Jackson,Bernard Pollard,Eugene Wilson,Tony Romo,Marion Barber III,,Roy Williams,Jason Witten,Doug Free,Kyle Kosier,Andre Gurode,Leonard Davis,Marc Colombo,Jason Hatcher,,Jay Ratliff,Stephen Bowen,Anthony Spencer,,Terence Newman,,Mike Jenkins,Orlando Scandrick,Alan Ball,,,,,,,,,,,,,,DeMarcus Ware,,,,,,,,,,,,,,,,,,,,,,,,,,Bradie James,Keith Brooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2010,September 26,3,New York Giants,Tennessee Titans,Tom Coughlin,Jeff Fisher,1-2,2-1,outdoors,fieldturf,New York Giants -3.0,43.5 (under),Eli Manning,Ahmad Bradshaw,Hakeem Nicks,Kevin Boss,David Diehl,Rich Seubert,Adam Koets,Chris Snee,Kareem McKenzie,Justin Tuck,,,Osi Umenyiora,Keith Bulluck,Jonathan Goff,Michael Boley,Corey Webster,Terrell Thomas,Kenny Phillips,Antrel Rolle,Vince Young,Chris Johnson,,Nate Washington,Craig Stevens,Michael Roos,Leroy Harris,Eugene Amano,Jake Scott,David Stewart,Jason Babin,,,Dave Ball,,Stephen Tulloch,Jason McCourty,,Cortland Finnegan,Chris Hope,Michael Griffin,Jason Jones,Will Witherspoon,,,,,,,,Madison Hedgecock,,,,,,,,,,,Barry Cofield,Chris Canty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2010,September 26,3,New England Patriots,Buffalo Bills,Bill Belichick,Chan Gailey,2-1,0-3,outdoors,fieldturf ,New England Patriots -14.5,43.0 (over),Tom Brady,Danny Woodhead,Brandon Tate,Aaron Hernandez,Matt Light,Dan Connolly,Dan Koppen,Steve Neal,Sebastian Vollmer,Ron Brace,,Vince Wilfork,Gerard Warren,,,,Kyle Arrington,Devin McCourty,,,Ryan Fitzpatrick,Marshawn Lynch,,Steve Johnson,Jonathan Stupar,Demetress Bell,Andy Levitre,Geoff Hangartner,Eric Wood,Cornell Green,Dwan Edwards,,Kyle Williams,,,,,Leodis McKelvin,,Donte Whitner,Jairus Byrd,,,Bryan Scott,,,,,,,,,,,,,,,,,Brandon Spikes,,,,,Jermaine Cunningham,,,,,,Chris Kelsay,,,,,,,,,,,,,,James Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2010,September 26,3,Carolina Panthers,Cincinnati Bengals,John Fox,Marvin Lewis,0-3,2-1,outdoors,grass ,Cincinnati Bengals -3.5,37.0 (under),Jimmy Clausen,DeAngelo Williams,David Gettis,Jeff King,Jordan Gross,Travelle Wharton,Ryan Kalil,Mackenzy Bernadeau,Geoff Schwartz,Charles Johnson,,,Tyler Brayton,James Anderson,Dan Connor,Jon Beason,Chris Gamble,Richard Marshall,Charles Godfrey,Sherrod Martin,Carson Palmer,,,Terrell Owens,Jermaine Gresham,,Nate Livings,Kyle Cook,Bobbie Williams,,Robert Geathers,,Domata Peko,Michael Johnson,Rey Maualuga,Dhani Jones,Johnathan Joseph,,Leon Hall,Roy Williams,Chris Crocker,Tank Johnson,,,,,,,,,Tony Fiammetta,,,,Keith Rivers,,Cedric Benson,Andrew Whitworth,Dennis Roland,,,Edward Johnson,Derek Landri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2010,September 26,3,Tampa Bay Buccaneers,Pittsburgh Steelers,Raheem Morris,Mike Tomlin,2-1,3-0,outdoors,grass ,Pittsburgh Steelers -3.0,33.0 (over),Josh Freeman,Cadillac Williams,Sammie Stroughter,John Gilmore,Donald Penn,Keydrick Vincent,Jeff Faine,Davin Joseph,Jeremy Trueblood,Kyle Moore,Roy Miller,,Stylez G. White,Quincy Black,Barrett Ruud,Geno Hayes,Aqib Talib,Ronde Barber,Sean Jones,Cody Grimm,Charlie Batch,Rashard Mendenhall,,Hines Ward,Matt Spaeth,Max Starks,Chris Kemoeatu,Maurkice Pouncey,Doug Legursky,Flozell Adams,,,Casey Hampton,,,,Ike Taylor,,Bryant McFadden,Troy Polamalu,Ryan Clark,,,,,,,,,,Earnest Graham,,,,,,,,,,,,,,Aaron Smith,,,LaMarr Woodley,James Harrison,,,,,,,,,,,,,,,,,,,,,,,,James Farrior,Lawrence Timmons,,,,,,,,,,,,,,,,,,,,,,
38,2010,September 26,3,New Orleans Saints,Atlanta Falcons,Sean Payton,Mike Smith,2-1,2-1,dome,sportturf,New Orleans Saints -3.0,49.5 (over),Drew Brees,Pierre Thomas,Robert Meachem,Jeremy Shockey,Jermon Bushrod,Carl Nicks,Jonathan Goodwin,Jahri Evans,Jon Stinchcomb,Alex Brown,Sedrick Ellis,Remi Ayodele,Will Smith,Jo-Lonn Dunbar,Jonathan Vilma,Scott Shanle,Jabari Greer,Tracy Porter,Roman Harper,Malcolm Jenkins,Matt Ryan,Michael Turner,,Roddy White,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Harvey Dahl,Tyson Clabo,Corey Peters,,,Jamaal Anderson,Sean Weatherspoon,Curtis Lofton,Brent Grimes,,Dunta Robinson,,,Jonathan Babineaux,,Thomas DeCoud,,,,,,,Heath Evans,,,,Mike Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2010,September 26,3,Kansas City Chiefs,San Francisco 49ers,Todd Haley,Mike Singletary,3-0,0-3,outdoors,grass ,San Francisco 49ers -3.0,38.0 (over),Matt Cassel,Dexter McCluster,Dwayne Bowe,Tony Moeaki,Branden Albert,Brian Waters,Casey Wiegmann,Ryan Lilja,Barry Richardson,Shaun Smith,,Ron Edwards,Glenn Dorsey,,,,Brandon Flowers,Brandon Carr,Eric Berry,Kendrick Lewis,Alex Smith,Frank Gore,Moran Norris,Josh Morgan,Vernon Davis,Joe Staley,Mike Iupati,David Baas,Chilo Rachal,Anthony Davis,,,Aubrayo Franklin,,,,Shawntae Spencer,,Nate Clements,Michael Lewis,Dashon Goldson,,,,,Jovan Belcher,Mike Vrabel,Derrick Johnson,Tamba Hali,,,,Isaac Sopoaga,Justin Smith,,,,,,,,,,,,,,,,,,,,,,Patrick Willis,Manny Lawson,Takeo Spikes,Parys Haralson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2010,September 26,3,Minnesota Vikings,Detroit Lions,Brad Childress,Jim Schwartz,1-2,0-3,dome,sportturf,Minnesota Vikings -13.0,43.0 (under),Brett Favre,,Greg Lewis,Visanthe Shiancoe,Bryant McKinnie,Steve Hutchinson,John Sullivan,Anthony Herrera,Phil Loadholt,Ray Edwards,,Pat Williams,Jared Allen,Chad Greenway,E.J. Henderson,,Antoine Winfield,Cedric Griffin,Husain Abdullah,Madieu Williams,Shaun Hill,Jahvid Best,,Calvin Johnson,Brandon Pettigrew,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Cliff Avril,,,Kyle Vanden Bosch,,DeAndre Levy,Chris Houston,,Jonathan Wade,C.C. Brown,Louis Delmas,Ndamukong Suh,Julian Peterson,,,,,,,,,Alphonso Smith,,,,Chris Cook,,,,,,,,,,,,,,Adrian Peterson,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Williams,,,,,,,,,,,,,,,,,,,,,
41,2010,September 26,3,St. Louis Rams,Washington Redskins,Steve Spagnuolo,Mike Shanahan,1-2,1-2,dome,astroplay ,Washington Redskins -5.0,39.0 (over),Sam Bradford,,Brandon Gibson,Darcy Johnson,Rodger Saffold,Jacob Bell,Jason Brown,Adam Goldberg,Jason Smith,Chris Long,,,James Hall,Na'il Diggs,James Laurinaitis,Larry Grant,Ron Bartell,Bradley Fletcher,James Butler,O.J. Atogwe,Donovan McNabb,Clinton Portis,Mike Sellers,Santana Moss,Fred Davis,Stephon Heyer,Kory Lichtensteiger,Casey Rabach,Artis Hicks,Jammal Brown,Adam Carriker,,Ma'ake Kemoeatu,Kedric Golston,,,DeAngelo Hall,,Carlos Rogers,LaRon Landry,Kareem Moore,,,,,,,,,London Fletcher,Mike Karney,,,,,,,,,,,Fred Robbins,Gary Gibson,,,,,Andre Carter,Brian Orakpo,Steven Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2010,September 26,3,Jacksonville Jaguars,Philadelphia Eagles,Jack Del Rio,Andy Reid,1-2,2-1,outdoors,grass ,Philadelphia Eagles -3.0,45.0 (under),David Garrard,Maurice Jones-Drew,Mike Sims-Walker,Marcedes Lewis,Eugene Monroe,Justin Smiley,Brad Meester,Uche Nwaneri,Eben Britton,,Terrance Knighton,,,,,,,,Courtney Greene,Sean Considine,Michael Vick,LeSean McCoy,,DeSean Jackson,Garrett Mills,Jason Peters,Todd Herremans,Mike McGlynn,Nick Cole,Winston Justice,Brandon Graham,,,Trent Cole,,Stewart Bradley,Asante Samuel,,Ellis Hobbs,Quintin Mikell,Nate Allen,,,,Aaron Kampman,,,,,,Greg Jones,,Mike Patterson,Brodrick Bunkley,,Rashean Mathis,,,,William Middleton,,,,,,,Kirk Morrison,,,,,,,,,,Akeem Jordan,,Ernie Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2010,September 26,3,Arizona Cardinals,Oakland Raiders,Ken Whisenhunt,Tom Cable,2-1,1-2,retractable roof (closed),grass ,Arizona Cardinals -5.5,39.0 (over),Derek Anderson,Tim Hightower,Steve Breaston,Ben Patrick,Levi Brown,Alan Faneca,Lyle Sendlein,Deuce Lutui,Brandon Keith,,Darnell Dockett,Bryan Robinson,,,,,Dominique Rodgers-Cromartie,Greg Toler,Adrian Wilson,Kerry Rhodes,Bruce Gradkowski,Darren McFadden,Marcel Reece,Louis Murphy,Zach Miller,Mario Henderson,Daniel Loper,Samson Satele,Cooper Carlisle,Langston Walker,,,,,,Rolando McClain,,Mike Mitchell,,Tyvon Branch,Michael Huff,Tommy Kelly,Kamerion Wimbley,,Calais Campbell,,Clark Haggans,,Joey Porter,,Reagan Maui'a,,,,,,,,,,Paris Lenon,,,,Trevor Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2010,September 26,3,Denver Broncos,Indianapolis Colts,Josh McDaniels,Jim Caldwell,1-2,2-1,outdoors,grass ,Indianapolis Colts -6.0,47.0 (under),Kyle Orton,Laurence Maroney,Eddie Royal,Daniel Graham,Ryan Clady,Stanley Daniels,J.D. Walton,Chris Kuper,Zane Beadles,,,Jamal Williams,,,,,Champ Bailey,Perrish Cox,,,Peyton Manning,Joseph Addai,,Reggie Wayne,Dallas Clark,Jeff Linkenbach,Jamey Richard,Jeff Saturday,Mike Pollak,Ryan Diem,Robert Mathis,,,Dwight Freeney,,Gary Brackett,Kelvin Hayden,Jacob Lacey,Jerraud Powers,Melvin Bullitt,Antoine Bethea,,,,Justin Bannan,,,,,,,,Fili Moala,Daniel Muir,Kavell Conner,Nate Jones,,,,,D.J. Williams,,,,,Robert Ayers,,,,,,,,,,,,,,,,,,,,Renaldo Hill,,,,,,,,,,,,,,,,Brody Eldridge,,,,,,,,,,,,,,
45,2010,September 26,3,Seattle Seahawks,San Diego Chargers,Pete Carroll,Norv Turner,2-1,1-2,outdoors,fieldturf ,San Diego Chargers -4.0,44.0 (over),Matt Hasselbeck,Justin Forsett,Deion Branch,Chris Baker,Tyler Polumbus,Ben Hamilton,Chris Spencer,Stacy Andrews,Sean Locklear,Chris Clemons,,,Red Bryant,,Lofa Tatupu,,Marcus Trufant,Kelly Jennings,Lawyer Milloy,Earl Thomas,Philip Rivers,Darren Sproles,Jacob Hester,Legedu Naanee,Antonio Gates,Brandyn Dombrowski,Kris Dielman,Nick Hardwick,Louis Vasquez,Jeromey Clary,,,,,,,Quentin Jammer,,Antoine Cason,Steve Gregory,Eric Weddle,Antonio Garay,Shawne Merriman,,,,,,,Brandon Siler,,,,,,,,,,,,Brandon Mebane,Colin Cole,,Luis Castillo,David Hawthorne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2010,September 26,3,Miami Dolphins,New York Jets,Tony Sparano,Rex Ryan,2-1,2-1,outdoors,grass ,Miami Dolphins -2.5,36.0 (over),Chad Henne,Ronnie Brown,Brandon Marshall,Anthony Fasano,Jake Long,Richie Incognito,Joe Berger,Pat McQuistan,Vernon Carey,Kendall Langford,,Paul Soliai,Randy Starks,Koa Misi,,Cameron Wake,Vontae Davis,Jason Allen,Chris Clemons,Yeremiah Bell,Mark Sanchez,LaDainian Tomlinson,Tony Richardson,Brad Smith,Dustin Keller,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Damien Woody,,,Sione Pouha,,,,,Antonio Cromartie,,,,,Bryan Thomas,Jim Leonhard,,,,,,,Lousaka Polite,,,,,,,,,,Tim Dobbins,,,,,,,,,,,,,,,David Harris,,,Bart Scott,,,,,,,,,,,,,,,,,,,,,,,,Shaun Ellis,Mike DeVito,,,,,,,,,,,,
47,2010,September 27,3,Chicago Bears,Green Bay Packers,Lovie Smith,Mike McCarthy,3-0,2-1,outdoors,grass ,Green Bay Packers -3.0,46.5 (under),Jay Cutler,Matt Forte,Devin Hester,,Frank Omiyale,Roberto Garza,Olin Kreutz,Lance Louis,Kevin Shaffer,Israel Idonije,Matt Toeaina,Anthony Adams,Julius Peppers,Pisa Tinoisamoa,Brian Urlacher,Lance Briggs,Zackary Bowman,Charles Tillman,Danieal Manning,Chris Harris,Aaron Rodgers,John Kuhn,Quinn Johnson,Donald Driver,Jermichael Finley,Chad Clifton,Daryn Colledge,Scott Wells,Josh Sitton,Mark Tauscher,Ryan Pickett,,B.J. Raji,,,Nick Barnett,Charles Woodson,,Tramon Williams,Morgan Burnett,Nick Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,Clay Matthews,Frank Zombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Hawk,Sam Shields,,,,,,,,,,
48,2010,October 3,4,St. Louis Rams,Seattle Seahawks,Steve Spagnuolo,Pete Carroll,2-2,2-2,dome,astroplay ,Seattle Seahawks -2.0,40.0 (under),Sam Bradford,,Brandon Gibson,Darcy Johnson,Rodger Saffold,Jacob Bell,Jason Brown,Adam Goldberg,Jason Smith,Chris Long,,,James Hall,Na'il Diggs,James Laurinaitis,Larry Grant,Ron Bartell,Bradley Fletcher,Craig Dahl,James Butler,Matt Hasselbeck,Justin Forsett,Michael Robinson,Chris Baker,John Carlson,Russell Okung,Ben Hamilton,Chris Spencer,Stacy Andrews,Tyler Polumbus,Chris Clemons,,,Red Bryant,,Lofa Tatupu,Marcus Trufant,,Kelly Jennings,Lawyer Milloy,Earl Thomas,,David Hawthorne,,,,,,,,Mike Karney,,Brandon Mebane,Colin Cole,,,,,,,,Fred Robbins,Gary Gibson,,,,,,,Steven Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2010,October 3,4,Green Bay Packers,Detroit Lions,Mike McCarthy,Jim Schwartz,3-1,0-4,outdoors,grass ,Green Bay Packers -14.5,46.0 (over),Aaron Rodgers,Brandon Jackson,Greg Jennings,Jermichael Finley,Chad Clifton,Daryn Colledge,Scott Wells,Josh Sitton,Mark Tauscher,Ryan Pickett,,B.J. Raji,,,Nick Barnett,,Charles Woodson,Tramon Williams,Morgan Burnett,Nick Collins,Shaun Hill,Jahvid Best,,Calvin Johnson,Brandon Pettigrew,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Cliff Avril,,,Kyle Vanden Bosch,,Landon Johnson,Chris Houston,,Jonathan Wade,C.C. Brown,Louis Delmas,Ndamukong Suh,Julian Peterson,,,,Clay Matthews,,Frank Zombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,,,,Jarrett Bush,,,,,,,,,
50,2010,October 3,4,Tennessee Titans,Denver Broncos,Jeff Fisher,Josh McDaniels,2-2,2-2,outdoors,grass ,Tennessee Titans -6.5,43.5 (over),Vince Young,Chris Johnson,Nate Washington,Bo Scaife,Michael Roos,Leroy Harris,Eugene Amano,Jake Scott,David Stewart,Jason Babin,Jason Jones,,Dave Ball,,Stephen Tulloch,,Alterraun Verner,Cortland Finnegan,Chris Hope,Michael Griffin,Kyle Orton,Laurence Maroney,,Brandon Lloyd,Daniel Graham,Ryan Clady,Stanley Daniels,J.D. Walton,Chris Kuper,Ryan Harris,,,Jamal Williams,,,,Champ Bailey,,Perrish Cox,,,,Jason Hunter,Renaldo Hill,,,,,,Mario Haggan,Ahmard Hall,,,,,,,,,Vincent Fuller,,,,,Kevin Vickerson,Will Witherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2010,October 3,4,Cleveland Browns,Cincinnati Bengals,Eric Mangini,Marvin Lewis,1-3,2-2,outdoors,grass ,Cincinnati Bengals -2.5,37.0 (over),Seneca Wallace,Peyton Hillis,Mohamed Massaquoi,Evan Moore,Joe Thomas,Eric Steinbach,Alex Mack,Floyd Womack,Tony Pashos,Kenyon Coleman,,Ahtyba Rubin,Robaire Smith,,,,Eric Wright,Sheldon Brown,,,Carson Palmer,,,Terrell Owens,Reggie Kelly,,Nate Livings,Kyle Cook,Bobbie Williams,,Robert Geathers,,Domata Peko,Antwan Odom,Rey Maualuga,Dhani Jones,Johnathan Joseph,,Leon Hall,Roy Williams,Chris Crocker,Tank Johnson,,,,,,,,,,,,,Keith Rivers,,Cedric Benson,Andrew Whitworth,Dennis Roland,,Eric Barton,,,,,Matt Roth,,,,,,,,,,,,,,,,,,,,T.J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2010,October 3,4,Pittsburgh Steelers,Baltimore Ravens,Mike Tomlin,John Harbaugh,3-1,3-1,outdoors,grass ,Pittsburgh Steelers -2.5,34.5 (under),Charlie Batch,Rashard Mendenhall,Hines Ward,Matt Spaeth,Max Starks,Chris Kemoeatu,Maurkice Pouncey,Doug Legursky,Flozell Adams,,,Casey Hampton,,,,,Ike Taylor,Bryant McFadden,Troy Polamalu,Ryan Clark,Joe Flacco,Willis McGahee,Le'Ron McClain,Derrick Mason,Todd Heap,Michael Oher,Ben Grubbs,Matt Birk,Chris Chester,Marshal Yanda,,,Kelly Gregg,,,,Chris Carr,,Fabian Washington,Dawan Landry,Tom Zbikowski,Haloti Ngata,,,Aaron Smith,James Farrior,LaMarr Woodley,Lawrence Timmons,James Harrison,,,,,,,,,,,,,,,,Brandon McKinney,,,,,,,,,,,Ray Lewis,Jarret Johnson,,Jameel McClain,,,,Terrell Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2010,October 3,4,Buffalo Bills,New York Jets,Chan Gailey,Rex Ryan,0-4,3-1,outdoors,astroplay ,New York Jets -6.0,37.0 (over),Ryan Fitzpatrick,Marshawn Lynch,Lee Evans,David Martin,Demetress Bell,Andy Levitre,Geoff Hangartner,Eric Wood,Cornell Green,Spencer Johnson,,Kyle Williams,Dwan Edwards,Chris Kelsay,Akin Ayodele,Paul Posluszny,Leodis McKelvin,Drayton Florence,Donte Whitner,Jairus Byrd,Mark Sanchez,LaDainian Tomlinson,Tony Richardson,Braylon Edwards,Dustin Keller,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Damien Woody,,,Sione Pouha,,,,,Antonio Cromartie,,,,,Jason Taylor,Jim Leonhard,,,,,,,Corey McIntyre,,,,,,,,,,,,,Reggie Torbor,,,,,,,,,,,,David Harris,,,Bart Scott,,,,,,,,,,,,,,,,,,,,,,,,Shaun Ellis,Mike DeVito,,,,,,,,,,,,
