,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeNT,homeLOLB,homeMLB,homeBLB,homeROLB,homeLCB,homeCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayNT,awayRDE,awaySLB,awayMLB,awayLB,awayLCB,awayCB,awayRCB,awaySS,awayFS,awayDE,awayLDT,awayRDT,awayWLB,homeHB,homeLDT,homeRDE,homeRDT,homeSLB,homeWLB,awayLILB,awayLOLB,awayOC,awayRILB,awayROLB,homeDE,homeDT,homeFB,homeMIKE,homeOC,homeRLB,homeILB,awayDT,homeOLB,homeS,awayOLB,awayS,awayHB,awayJLB,homeLILB,homeRILB,homeDB,awayUT,homeJLB,homeEND,homeT,homeWILL,awayMIKE,awayRLB,awayBLB,awayILB,awayDB,homeUT,awayMO,awaySAM,awayWILL,homeLLB,awayT,homeSAM,homeLB,away3CB,homeH-B,awayDL,awayH-B,awayNB,homeRUSH,awayRUSH,homeMO,awayEND,awayWIL,awayDE D,homeDE D,awayOT,awayRB/F,homeLOT,homeROT,homeRB/F,homeG,awayTE/W,awayLOT,awayROT,homeNB,homeDL
204,2011,December 11,14,San Diego Chargers,Buffalo Bills,Norv Turner,Chan Gailey,6-7,5-8,outdoors,grass ,San Diego Chargers -7.0,49.0 (under),Philip Rivers,Ryan Mathews,Vincent Jackson,Randy McMichael,Jared Gaither,Tyronne Green,Nick Hardwick,Louis Vasquez,Jeromey Clary,Vaughn Martin,,,,,,Quentin Jammer,,Antoine Cason,Steve Gregory,Eric Weddle,Ryan Fitzpatrick,C.J. Spiller,,Steve Johnson,Lee Smith,Chris Hairston,Andy Levitre,Kraig Urbik,Chad Rinehart,Erik Pears,Spencer Johnson,Marcell Dareus,Dwan Edwards,Chris Kelsay,Kelvin Sheppard,,Leodis McKelvin,,Drayton Florence,George Wilson,Jairus Byrd,,,,Nick Barnett,,,Corey Liuget,,,,,,,,,,Antonio Garay,,,,,Donald Butler,,Travis LaBoy,,,,,Bryan Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2011,December 11,14,Green Bay Packers,Oakland Raiders,Mike McCarthy,Hue Jackson,13-0,7-6,outdoors,grass ,Green Bay Packers -11.5,49.5 (over),Aaron Rodgers,Ryan Grant,Greg Jennings,Jermichael Finley,Marshall Newhouse,T.J. Lang,Scott Wells,Evan Dietrich-Smith,Bryan Bulaga,Ryan Pickett,B.J. Raji,Clay Matthews,D.J. Smith,Rob Francois,Erik Walden,Charles Woodson,,Tramon Williams,Charlie Peprah,Morgan Burnett,Carson Palmer,Michael Bush,,Chaz Schilens,Brandon Myers,Jared Veldheer,Stefen Wisniewski,Samson Satele,Cooper Carlisle,Khalif Barnes,,,,,Rolando McClain,,,Lito Sheppard,,Tyvon Branch,Michael Huff,,,,,,,Howard Green,,,,,,,,,,,,,,,,Tommy Kelly,,,Kamerion Wimbley,Matt Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarr Houston,,,,,,,,,,,,
206,2011,December 11,14,Dallas Cowboys,New York Giants,Jason Garrett,Tom Coughlin,7-6,7-6,retractable roof (closed),matrixturf,Dallas Cowboys -4.5,50.5 (over),Tony Romo,DeMarco Murray,Dez Bryant,Jason Witten,Doug Free,Montrae Holland,Phil Costa,Kyle Kosier,Tyron Smith,,Jay Ratliff,,Barry Church,,,Terence Newman,Orlando Scandrick,Mike Jenkins,Abram Elam,Gerald Sensabaugh,Eli Manning,Danny Ware,,Hakeem Nicks,Jake Ballard,David Diehl,Mitch Petrus,Kevin Boothe,Chris Snee,Kareem McKenzie,Justin Tuck,,Jason Pierre-Paul,Mathias Kiwanuka,Chase Blackburn,,Corey Webster,,Aaron Ross,Deon Grant,Antrel Rolle,,Linval Joseph,Chris Canty,Jacquian Williams,,,Jason Hatcher,,Anthony Spencer,Sean Lee,,,,,,,,Tony Fiammetta,,,,,,,,,,,,,,,,DeMarcus Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2011,December 12,14,Seattle Seahawks,St. Louis Rams,Pete Carroll,Steve Spagnuolo,6-7,2-11,outdoors,fieldturf ,Seattle Seahawks -9.5,37.0 (over),Tarvaris Jackson,Marshawn Lynch,Golden Tate,Cameron Morrah,Paul McQuistan,Robert Gallery,Max Unger,Lemuel Jeanpierre,Breno Giacomini,Chris Clemons,,,David Hawthorne,,,Richard Sherman,,Brandon Browner,Kam Chancellor,Earl Thomas,Sam Bradford,Steven Jackson,,Austin Pettis,Lance Kendricks,Mark LeVoir,Jason Brown,Tony Wragge,Bryan Mattison,Harvey Dahl,Chris Long,,James Hall,Brady Poppinga,James Laurinaitis,,Justin King,,Josh Gordy,Darian Stewart,Quintin Mikell,,Gary Gibson,Justin Bannan,Chris Chamberlain,,Alan Branch,Red Bryant,Brandon Mebane,,,,,,,,,,Michael Robinson,,,,,,K.J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2011,December 15,15,Atlanta Falcons,Jacksonville Jaguars,Mike Smith,Mel Tucker,9-5,4-10,dome,fieldturf ,Atlanta Falcons -13.5,42.0 (over),Matt Ryan,Michael Turner,Roddy White,Tony Gonzalez,Will Svitek,Justin Blalock,Todd McClure,Joe Hawley,Tyson Clabo,Ray Edwards,,,Curtis Lofton,,,Dominique Franks,,Dunta Robinson,,,Blaine Gabbert,Maurice Jones-Drew,,Jarett Dillard,Zach Potter,Eugene Monroe,Will Rackley,Brad Meester,Uche Nwaneri,Guy Whimper,Leger Douzable,,Jeremy Mincey,,Paul Posluszny,,Ashton Youboty,,Kevin Rutland,,,,,,,,,John Abraham,,,,,,,,,,Corey Peters,,,,,,Tyson Alualu,Stephen Nicholas,Thomas DeCoud,Daryl Smith,Dwight Lowery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2011,December 17,15,Tampa Bay Buccaneers,Dallas Cowboys,Raheem Morris,Jason Garrett,4-10,8-6,outdoors,grass ,Dallas Cowboys -7.0,47.0 (under),Josh Freeman,LeGarrette Blount,Mike Williams,Luke Stocker,Donald Penn,Jeremy Zuttah,Jeff Faine,Davin Joseph,Jeremy Trueblood,Da'Quan Bowers,,,Mason Foster,,,Aqib Talib,,Ronde Barber,Sean Jones,Tanard Jackson,Tony Romo,Felix Jones,,Dez Bryant,Jason Witten,Doug Free,Montrae Holland,Phil Costa,Kyle Kosier,Tyron Smith,Kenyon Coleman,Jay Ratliff,Jason Hatcher,Anthony Spencer,Bradie James,,Terence Newman,,Mike Jenkins,,Gerald Sensabaugh,,,,Sean Lee,,,Adrian Clayborn,,Quincy Black,Geno Hayes,,,,,,,Albert Haynesworth,Erik Lorig,,,,,,,,,Abram Elam,,DeMarcus Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2011,December 18,15,St. Louis Rams,Cincinnati Bengals,Steve Spagnuolo,Marvin Lewis,2-12,8-6,dome,astroplay,Cincinnati Bengals -7.0,39.0 (under),Kellen Clemens,Steven Jackson,Brandon Lloyd,Lance Kendricks,Adam Goldberg,Jason Brown,Tony Wragge,Bryan Mattison,Harvey Dahl,Chris Long,,,James Laurinaitis,,,Roderick Hood,,Josh Gordy,Darian Stewart,Quintin Mikell,Andy Dalton,,,A.J. Green,Jermaine Gresham,Andrew Whitworth,Nate Livings,Kyle Cook,Mike McGlynn,Anthony Collins,Robert Geathers,Domata Peko,Frostee Rucker,Manny Lawson,Rey Maualuga,,Nate Clements,,Adam Jones,Chris Crocker,Reggie Nelson,,,,Thomas Howard,,Fred Robbins,Robert Quinn,Justin Bannan,Brady Poppinga,Chris Chamberlain,,,,,,,,,,,,,Geno Atkins,,,,,Cedric Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2011,December 18,15,Buffalo Bills,Miami Dolphins,Chan Gailey,Todd Bowles,5-9,5-9,outdoors,a_turf,Buffalo Bills -1.5,40.5 (over),Ryan Fitzpatrick,C.J. Spiller,Steve Johnson,Lee Smith,Demetress Bell,Andy Levitre,Kraig Urbik,Chad Rinehart,Erik Pears,Spencer Johnson,Marcell Dareus,,Kelvin Sheppard,,,Aaron Williams,,Drayton Florence,George Wilson,Jairus Byrd,Matt Moore,Reggie Bush,Charles Clay,Brandon Marshall,Anthony Fasano,John Jerry,Richie Incognito,Mike Pouncey,Vernon Carey,Marc Colombo,Jared Odrick,Paul Soliai,Randy Starks,,,,Sean Smith,,Vontae Davis,Yeremiah Bell,Reshad Jones,,,,Cameron Wake,,,Dwan Edwards,,Chris Kelsay,Nick Barnett,,,,,,,,,,,,,,,,,,,,,,Bryan Scott,,,,,,,,,Kevin Burnett,Will Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2011,December 18,15,New York Giants,Washington Redskins,Tom Coughlin,Mike Shanahan,7-7,5-9,outdoors,fieldturf,New York Giants -6.0,46.5 (under),Eli Manning,Ahmad Bradshaw,Hakeem Nicks,Jake Ballard,David Diehl,Mitch Petrus,Kevin Boothe,Chris Snee,Kareem McKenzie,Justin Tuck,,,Chase Blackburn,,,Corey Webster,,Aaron Ross,Kenny Phillips,Antrel Rolle,Rex Grossman,Roy Helu,Darrel Young,Santana Moss,Logan Paulsen,Willie Smith,Maurice Hurt,Will Montgomery,Chris Chester,Tyler Polumbus,Adam Carriker,Barry Cofield,Stephen Bowen,,London Fletcher,,DeAngelo Hall,,Josh Wilson,Reed Doughty,DeJon Gomes,,,,,,Linval Joseph,Jason Pierre-Paul,Chris Canty,Mathias Kiwanuka,Michael Boley,,Ryan Kerrigan,,,Brian Orakpo,,,Bear Pascoe,,,,,,,,,,,Perry Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2011,December 18,15,Kansas City Chiefs,Green Bay Packers,Romeo Crennel,Mike McCarthy,6-8,13-1,outdoors,grass ,Green Bay Packers -11.5,46.0 (under),Kyle Orton,Thomas Jones,Steve Breaston,Anthony Becht,Branden Albert,Ryan Lilja,Casey Wiegmann,Jon Asamoah,Barry Richardson,Tyson Jackson,Kelly Gregg,Justin Houston,,,Tamba Hali,Brandon Flowers,,Brandon Carr,Reshard Langford,Kendrick Lewis,Aaron Rodgers,Ryan Grant,John Kuhn,Jordy Nelson,Tom Crabtree,Marshall Newhouse,T.J. Lang,Scott Wells,Josh Sitton,Bryan Bulaga,C.J. Wilson,B.J. Raji,Howard Green,,D.J. Smith,,Charles Woodson,,Tramon Williams,Charlie Peprah,Morgan Burnett,,,,,,,Glenn Dorsey,,,,,Clay Matthews,,,Erik Walden,,,Le'Ron McClain,,,,,,,,,,,,Jovan Belcher,Derrick Johnson,,,,,,,,,A.J. Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2011,December 18,15,Indianapolis Colts,Tennessee Titans,Jim Caldwell,Mike Munchak,1-13,7-7,retractable roof (closed),fieldturf ,Tennessee Titans -6.5,41.5 (under),Dan Orlovsky,Joseph Addai,Pierre Garcon,Jacob Tamme,Anthony Castonzo,Joe Reitz,Jeff Saturday,Ryan Diem,Jeff Linkenbach,Robert Mathis,,,Pat Angerer,,,Jacob Lacey,,Chris Rucker,David Caldwell,Antoine Bethea,Matt Hasselbeck,Chris Johnson,,Damian Williams,Daniel Graham,Michael Roos,Leroy Harris,Eugene Amano,Jake Scott,David Stewart,,,,Akeem Ayers,Colin McCarthy,,,Cortland Finnegan,,Jordan Babineaux,Michael Griffin,Derrick Morgan,,,Will Witherspoon,,Fili Moala,Dwight Freeney,Antonio Johnson,Ernie Sims,Kavell Conner,,,,,,,,,,,,,Sen'Derrick Marks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2011,December 18,15,Chicago Bears,Seattle Seahawks,Lovie Smith,Pete Carroll,7-7,7-7,outdoors,grass ,Chicago Bears -3.5,35.0 (over),Caleb Hanie,Marion Barber III,Roy Williams,Matt Spaeth,J'Marcus Webb,Edwin Williams,Roberto Garza,Chris Spencer,Lance Louis,Israel Idonije,Matt Toeaina,,Brian Urlacher,,,Tim Jennings,,Charles Tillman,Craig Steltz,Chris Conte,Tarvaris Jackson,Marshawn Lynch,,Golden Tate,Cameron Morrah,Paul McQuistan,Robert Gallery,Max Unger,Lemuel Jeanpierre,Breno Giacomini,Chris Clemons,,Red Bryant,,David Hawthorne,,Richard Sherman,,Brandon Browner,Kam Chancellor,Earl Thomas,,Alan Branch,Brandon Mebane,,,,Julius Peppers,,Nick Roach,Lance Briggs,,,,,,,Amobi Okoye,,,,,,,,,K.J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2011,December 18,15,Houston Texans,Carolina Panthers,Gary Kubiak,Ron Rivera,10-4,5-9,retractable roof (closed),grass ,Houston Texans -6.0,45.5 (under),T.J. Yates,Arian Foster,Jacoby Jones,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Antoine Caldwell,Eric Winston,,Shaun Cody,,,,,Kareem Jackson,,Johnathan Joseph,Glover Quin,Danieal Manning,Cam Newton,,Richie Brockel,Brandon LaFell,Jeremy Shockey,Jordan Gross,Travelle Wharton,Ryan Kalil,Geoff Hangartner,Byron Bell,Greg Hardy,,Charles Johnson,James Anderson,Dan Connor,,Chris Gamble,,Captain Munnerlyn,Charles Godfrey,Sherrod Martin,,,,Jordan Senn,,,,,Brooks Reed,Connor Barwin,,,,,,Antonio Smith,,,,,,DeMeco Ryans,Andre Neblett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeAngelo Williams,,,,,,,,,
217,2011,December 18,15,Minnesota Vikings,New Orleans Saints,Leslie Frazier,Sean Payton,2-12,11-3,dome,sportturf,New Orleans Saints -7.5,53.5 (over),Christian Ponder,,Percy Harvin,Visanthe Shiancoe,Charlie Johnson,Steve Hutchinson,John Sullivan,Anthony Herrera,Phil Loadholt,Brian Robison,Remi Ayodele,,,,,Asher Allen,Marcus Sherels,,Jamarca Sanford,Mistral Raymond,Drew Brees,Pierre Thomas,,Marques Colston,Jimmy Graham,Jermon Bushrod,Carl Nicks,Brian De La Puente,Jahri Evans,Zach Strief,Cameron Jordan,Aubrayo Franklin,Will Smith,Jo-Lonn Dunbar,Jonathan Vilma,,Jabari Greer,,Patrick Robinson,Roman Harper,Malcolm Jenkins,,,,Scott Shanle,Adrian Peterson,,Jared Allen,,Chad Greenway,,,,,,,,,Ryan D'Imperio,,,,,Sedrick Ellis,,,,,,,,,Brandon Burton,,,,,,,,,,,Kevin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2011,December 18,15,Oakland Raiders,Detroit Lions,Hue Jackson,Jim Schwartz,7-7,9-5,outdoors,grass ,Detroit Lions -1.5,47.5 (over),Carson Palmer,Michael Bush,Darrius Heyward-Bey,Brandon Myers,Jared Veldheer,Stefen Wisniewski,Samson Satele,Cooper Carlisle,Khalif Barnes,,,,Rolando McClain,,,,Lito Sheppard,,Tyvon Branch,Matt Giordano,Matthew Stafford,Stefan Logan,,Nate Burleson,Brandon Pettigrew,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Cliff Avril,,Kyle Vanden Bosch,,Stephen Tulloch,,Chris Houston,,Eric Wright,Amari Spievey,Chris Harris,,,,,,,,,,,,,,,,Desmond Bryant,Richard Seymour,,,,,,Ndamukong Suh,Kamerion Wimbley,,DeAndre Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamarr Houston,,,,,,,,,,,
219,2011,December 18,15,Arizona Cardinals,Cleveland Browns,Ken Whisenhunt,Pat Shurmur,7-7,4-10,retractable roof (closed),grass ,Arizona Cardinals -6.5,37.5 (under),John Skelton,Beanie Wells,Andre Roberts,Jeff King,Levi Brown,Daryn Colledge,Lyle Sendlein,Rex Hadnot,Brandon Keith,,,Clark Haggans,,,Sam Acho,Richard Marshall,Michael Adams,Patrick Peterson,Adrian Wilson,Kerry Rhodes,Seneca Wallace,Peyton Hillis,,Jordan Norwood,Alex Smith,Joe Thomas,Jason Pinkston,Alex Mack,Shawn Lauvao,Tony Pashos,Jabaal Sheard,,Jayme Mitchell,Chris Gocong,D'Qwell Jackson,,Joe Haden,,Sheldon Brown,Usama Young,Mike Adams,,,,Kaluka Maiava,,,,,,,,,,,,Calais Campbell,Darnell Dockett,Anthony Sherman,,,,Paris Lenon,Ahtyba Rubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2011,December 18,15,Philadelphia Eagles,New York Jets,Andy Reid,Rex Ryan,6-8,8-6,outdoors,grass ,Philadelphia Eagles -3.0,44.0 (over),Michael Vick,LeSean McCoy,DeSean Jackson,Clay Harbor,Jason Peters,Evan Mathis,Jason Kelce,Danny Watkins,Todd Herremans,Jason Babin,,,Jamar Chaney,,,Asante Samuel,,Nnamdi Asomugha,Kurt Coleman,Nate Allen,Mark Sanchez,Shonn Greene,John Conner,Matthew Mulligan,Dustin Keller,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Wayne Hunter,,Sione Pouha,,,,,,Darrelle Revis,,,,,,,,,Cullen Jenkins,Trent Cole,Mike Patterson,,,,,,,,,,,,,,,,,,Calvin Pace,Brodney Pool,,,,,,,,,,Brian Rolle,David Harris,,,,,,,,Bart Scott,,Mike DeVito,Akeem Jordan,,,,,,,,,,Muhammad Wilkerson,,,,,,,,,,,,,,
221,2011,December 18,15,Denver Broncos,New England Patriots,John Fox,Bill Belichick,8-6,11-3,outdoors,grass ,New England Patriots -7.5,47.5 (over),Tim Tebow,Willis McGahee,Demaryius Thomas,Dante Rosario,Ryan Clady,Zane Beadles,J.D. Walton,Chris Kuper,Orlando Franklin,Ryan McBean,,,,,,Champ Bailey,Chris Harris Jr.,Andre' Goodman,Quinton Carter,Rahim Moore,Tom Brady,Kevin Faulk,,Chad Johnson,Aaron Hernandez,Matt Light,Logan Mankins,Ryan Wendell,Brian Waters,Nate Solder,,,Andre Carter,,,Rob Ninkovich,Devin McCourty,,Kyle Arrington,,,,,,,,,Elvis Dumervil,,Von Miller,D.J. Williams,,,,,,,Marcus Thomas,,,,,,Vince Wilfork,,,,James Ihedigbo,,,,,,,,,,,,,,Dane Fletcher,,,,,,,,,Wesley Woodyard,,,,,,,,,,,,,,,,,,,,,,,
222,2011,December 18,15,San Diego Chargers,Baltimore Ravens,Norv Turner,John Harbaugh,7-7,10-4,outdoors,grass ,Baltimore Ravens -2.5,44.0 (over),Philip Rivers,Ryan Mathews,Vincent Jackson,Randy McMichael,Jared Gaither,Tyronne Green,Nick Hardwick,Louis Vasquez,Jeromey Clary,Vaughn Martin,,,,,,Quentin Jammer,,Antoine Cason,Steve Gregory,Eric Weddle,Joe Flacco,Ray Rice,Vonta Leach,Torrey Smith,Ed Dickson,Bryant McKinnie,Ben Grubbs,Matt Birk,Marshal Yanda,Michael Oher,,Terrence Cody,,,,,Jimmy Smith,,Cary Williams,Bernard Pollard,Ed Reed,Cory Redding,,,,,,Corey Liuget,,,,,,,,,,Antonio Garay,,,,,Donald Butler,Haloti Ngata,Travis LaBoy,,,,,,,,,,,,,,Ray Lewis,,,,,,,Jarret Johnson,Jameel McClain,,,,,,,,,,,Terrell Suggs,,,,,,,,,,,,,,,,
223,2011,December 19,15,San Francisco 49ers,Pittsburgh Steelers,Jim Harbaugh,Mike Tomlin,11-3,10-4,outdoors,grass ,San Francisco 49ers -3.0,37.0 (under),Alex Smith,Frank Gore,Michael Crabtree,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Adam Snyder,Anthony Davis,,Isaac Sopoaga,,,,,Carlos Rogers,,Tarell Brown,Donte Whitner,Dashon Goldson,Ben Roethlisberger,Rashard Mendenhall,David Johnson,Antonio Brown,Heath Miller,Max Starks,Trai Essex,Doug Legursky,Ramon Foster,Marcus Gilbert,,Casey Hampton,,,,,William Gay,,Ike Taylor,Troy Polamalu,Ryan Clark,Evander Hood,,,,,Ray McDonald,,Justin Smith,,,James Farrior,LaMarr Woodley,,Lawrence Timmons,Jason Worilds,,,Bruce Miller,,,,Larry Grant,,Ahmad Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2011,December 22,16,Indianapolis Colts,Houston Texans,Jim Caldwell,Gary Kubiak,2-13,10-5,retractable roof (closed),fieldturf ,Houston Texans -7.0,40.5 (under),Dan Orlovsky,Joseph Addai,Pierre Garcon,Brody Eldridge,Anthony Castonzo,Joe Reitz,Jeff Saturday,Ryan Diem,Jeff Linkenbach,Robert Mathis,,,Pat Angerer,,,Jacob Lacey,,Chris Rucker,David Caldwell,Antoine Bethea,T.J. Yates,Arian Foster,Lawrence Vickers,Kevin Walter,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Antoine Caldwell,Eric Winston,,Shaun Cody,,Brooks Reed,,,Kareem Jackson,,Johnathan Joseph,Glover Quin,Danieal Manning,Antonio Smith,,,Connor Barwin,,Fili Moala,Jerry Hughes,Tyler Brayton,Ernie Sims,Kavell Conner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeMeco Ryans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2011,December 24,16,Pittsburgh Steelers,St. Louis Rams,Mike Tomlin,Steve Spagnuolo,11-4,2-13,outdoors,grass ,Pittsburgh Steelers -10.0,34.0 (under),Charlie Batch,Rashard Mendenhall,Hines Ward,Weslye Saunders,Max Starks,Trai Essex,Doug Legursky,Ramon Foster,Jonathan Scott,,Casey Hampton,Jason Worilds,,,James Harrison,William Gay,,Ike Taylor,Troy Polamalu,Ryan Clark,Kellen Clemens,Steven Jackson,,Brandon Lloyd,Lance Kendricks,Adam Goldberg,Jason Brown,Tony Wragge,Bryan Mattison,Harvey Dahl,Chris Long,,James Hall,Brady Poppinga,James Laurinaitis,,Roderick Hood,,Josh Gordy,Darian Stewart,Quintin Mikell,,Fred Robbins,Justin Bannan,Chris Chamberlain,,,,,,,,,,,,Evander Hood,,David Johnson,,,,,,,,,,,,James Farrior,Lawrence Timmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2011,December 24,16,New England Patriots,Miami Dolphins,Bill Belichick,Todd Bowles,12-3,5-10,outdoors,fieldturf ,New England Patriots -7.5,49.5 (over),Tom Brady,Danny Woodhead,Deion Branch,Aaron Hernandez,Logan Mankins,Donald Thomas,Dan Connolly,Brian Waters,Nate Solder,Shaun Ellis,,,,,,Devin McCourty,,Kyle Arrington,,,Matt Moore,Reggie Bush,Lex Hilliard,Brian Hartline,Will Yeatman,Jake Long,Richie Incognito,Mike Pouncey,Vernon Carey,Marc Colombo,Kendall Langford,,Jared Odrick,,,,Sean Smith,,Vontae Davis,Yeremiah Bell,Will Allen,,,Randy Starks,,,,Brandon Deaderick,,,,,,,,,,Kyle Love,,,,,,,,James Ihedigbo,Cameron Wake,Reshad Jones,,,,,,,,,,,,,,Kevin Burnett,,,,,,,,,Rob Ninkovich,,,,,,,,,,,,,,,,,,,,,,,
227,2011,December 24,16,Buffalo Bills,Denver Broncos,Chan Gailey,John Fox,6-9,8-7,outdoors,a_turf,Denver Broncos -3.0,43.5 (over),Ryan Fitzpatrick,C.J. Spiller,Brad Smith,Mike Caussin,Demetress Bell,Andy Levitre,Kraig Urbik,Chad Rinehart,Erik Pears,Alex Carrington,Marcell Dareus,,Kelvin Sheppard,,,Aaron Williams,,Drayton Florence,George Wilson,Jairus Byrd,Tim Tebow,Willis McGahee,Dante Rosario,Demaryius Thomas,Chris Clark,Ryan Clady,Zane Beadles,J.D. Walton,Chris Kuper,Orlando Franklin,Robert Ayers,Brodrick Bunkley,Elvis Dumervil,Von Miller,Joe Mays,,Champ Bailey,,Andre' Goodman,Brian Dawkins,Quinton Carter,,,,D.J. Williams,,,Dwan Edwards,,Chris Kelsay,Nick Barnett,,,,,,,,,,,,,Marcus Thomas,,,,,,,,,,,Spencer Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2011,December 24,16,Tennessee Titans,Jacksonville Jaguars,Mike Munchak,Mel Tucker,8-7,4-11,outdoors,grass ,Tennessee Titans -8.5,38.5 (over),Matt Hasselbeck,Chris Johnson,Lavelle Hawkins,Jared Cook,Michael Roos,Leroy Harris,Eugene Amano,Jake Scott,David Stewart,,,,Colin McCarthy,,,,Cortland Finnegan,,Jordan Babineaux,Michael Griffin,Blaine Gabbert,Maurice Jones-Drew,,Mike Thomas,Marcedes Lewis,Eugene Monroe,Will Rackley,Brad Meester,Uche Nwaneri,Cameron Bradfield,Leger Douzable,,Jeremy Mincey,,Paul Posluszny,,Ashton Youboty,,Morgan Trent,,,,,,,,,,,Akeem Ayers,Will Witherspoon,,,,,,Derrick Morgan,Sen'Derrick Marks,,,,,,Terrance Knighton,,,Daryl Smith,Dawan Landry,,,,,,,,,,,,,,,Drew Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2011,December 24,16,Cincinnati Bengals,Arizona Cardinals,Marvin Lewis,Ken Whisenhunt,9-6,7-8,outdoors,fieldturf ,Cincinnati Bengals -4.0,41.0 (under),Andy Dalton,,A.J. Green,Jermaine Gresham,,Nate Livings,Kyle Cook,Mike McGlynn,,Robert Geathers,Domata Peko,,Rey Maualuga,,,Nate Clements,,Adam Jones,Chris Crocker,Reggie Nelson,John Skelton,Beanie Wells,Anthony Sherman,Andre Roberts,Jeff King,Levi Brown,Daryn Colledge,Lyle Sendlein,Rex Hadnot,Jeremy Bridges,,Nick Eason,,,,,Richard Marshall,,Patrick Peterson,Adrian Wilson,Kerry Rhodes,Calais Campbell,,,,Cedric Benson,,Frostee Rucker,,Manny Lawson,Thomas Howard,,Clark Haggans,,,Sam Acho,,Geno Atkins,Chris Pressley,,,,,Darnell Dockett,,,,,,,,,,,,,,,,,,Paris Lenon,,,,,,,,,,,,,,,,,,,,,,,,Andrew Whitworth,Andre Smith,,,,,,,
230,2011,December 24,16,New York Jets,New York Giants,Rex Ryan,Tom Coughlin,8-7,8-7,outdoors,fieldturf,New York Jets -3.0,46.0 (under),Mark Sanchez,Shonn Greene,Plaxico Burress,Dustin Keller,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Wayne Hunter,,Sione Pouha,,,,,,Darrelle Revis,,,,Eli Manning,Brandon Jacobs,,Hakeem Nicks,Tony Ugoh,David Diehl,Kevin Boothe,David Baas,Chris Snee,Kareem McKenzie,Justin Tuck,,Jason Pierre-Paul,,Chase Blackburn,,Corey Webster,,,Kenny Phillips,Antrel Rolle,,Linval Joseph,Chris Canty,Michael Boley,,,,,,,,,,,,,,,David Harris,,,,,Calvin Pace,Brodney Pool,,Aaron Ross,,,,,,,,Muhammad Wilkerson,Mike DeVito,Bart Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
