,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeFL,homeSE,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeNT,homeLOLB,homeLILB,homeRILB,homeROLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayLDT,awayRDT,awayRDE,awayOLB,awayLLB,awayMLB,awayLCB,awayRCB,awaySS,awayFS,awayCB,awayDE,awayDT,awayLB,homeH-B,homeLDE,homeLDT,homeMLB,homeRDE,homeRDT,homeSLB,homeWLB,homeWR,awayLILB,awayLOLB,awayNT,awayRILB,awayROLB,homeDT,homeFB,homeJACK,homeLWR,homeMIKE,homeOC,homeRLB,homeRWR,awayILB,awayS,homeHB,homeLOT,homeROT,awayEND,awayMIKE,awayT,awayWILL,awaySLB,awayUT,awayWLB,homeILB,homeOLB,homeS,awayRLB,awayMILB,awayMOLB,awaySAM,homeUT,awayTED,homeBLB,awayMCB,homeCB,awayHB,homeEND,homeT,homeWILL,homeLLB,homeLB,homeSAM,homeTED,awayDB,awayJACK,awayLWR,awayOC,awayRWR,awayFL,awaySE,homeMILB,homeMOLB,awayH-B,awayBLB,homeDB,homeLB/D,awayLOT,awayROT,awayLB/D,awayFB',home3CB,awayJLB,homeJLB,awayNB,homeNB,awayLDB
67,2009,October 11,5,Detroit Lions,Pittsburgh Steelers,Jim Schwartz,Mike Tomlin,1-4,3-2,dome,fieldturf,Pittsburgh Steelers -11.0,44.0 (over),Daunte Culpepper,Kevin Smith,,,Brandon Pettigrew,Jeff Backus,Manuel Ramirez,Dominic Raiola,Stephen Peterman,Jon Jansen,,,,,,,Anthony Henry,Will Peterson,Marquand Manuel,Louis Delmas,Ben Roethlisberger,Rashard Mendenhall,,Santonio Holmes,Heath Miller,Max Starks,Chris Kemoeatu,Justin Hartwig,Trai Essex,Willie Colon,,,,,,,,Ike Taylor,William Gay,Tyrone Carter,Ryan Clark,,Aaron Smith,,,,Jason Hunter,,Larry Foote,Turk McBride,,,,Calvin Johnson,James Farrior,LaMarr Woodley,Casey Hampton,Lawrence Timmons,James Harrison,Grady Jackson,,,,,,,,,,,,,,,,,,,,,DeAndre Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2009,October 11,5,Baltimore Ravens,Cincinnati Bengals,John Harbaugh,Marvin Lewis,3-2,4-1,outdoors,sportturf,Baltimore Ravens -9.0,42.5 (under),Joe Flacco,Ray Rice,,,Todd Heap,Michael Oher,Ben Grubbs,,Chris Chester,Marshal Yanda,Trevor Pryce,Kelly Gregg,,,,,Fabian Washington,Domonique Foxworth,Dawan Landry,Ed Reed,Carson Palmer,,Jeremi Johnson,Laveranues Coles,Daniel Coats,,Evan Mathis,Kyle Cook,Bobbie Williams,,Robert Geathers,Domata Peko,Pat Sims,Antwan Odom,,,Dhani Jones,Johnathan Joseph,Leon Hall,Roy Williams,Chris Crocker,,,,,,,,,,,Jarret Johnson,,,,,,,,Haloti Ngata,Le'Ron McClain,Tavares Gooden,Mark Clayton,Ray Lewis,Matt Birk,Terrell Suggs,Derrick Mason,,,,,,,,,,Rey Maualuga,,Keith Rivers,,,,,,,,,,,,,Cedric Benson,,,,,,,,,,,,,,,,,,,,,Andrew Whitworth,Anthony Collins,,,,,,,,
69,2009,October 11,5,Carolina Panthers,Washington Redskins,John Fox,Jim Zorn,1-3,2-3,outdoors,grass,Carolina Panthers -5.5,38.0 (under),Jake Delhomme,DeAngelo Williams,,,Jeff King,Jordan Gross,Travelle Wharton,Ryan Kalil,Keydrick Vincent,Jeff Otah,,,,,,,Chris Gamble,Richard Marshall,Chris Harris,Charles Godfrey,Jason Campbell,Clinton Portis,Mike Sellers,Malcolm Kelly,Chris Cooley,Chris Samuels,Derrick Dockery,Casey Rabach,Mike Williams,Stephon Heyer,,,,,,,London Fletcher,,,Reed Doughty,LaRon Landry,Carlos Rogers,Andre Carter,Albert Haynesworth,,,Tyler Brayton,Hollis Thomas,Jon Beason,Julius Peppers,Damione Lewis,Na'il Diggs,Thomas Davis,Muhsin Muhammad,,,,,,,Brad Hoover,,,,,,,,,,,,,,,,,,Rocky McIntosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brian Orakpo,,,,,,,
70,2009,October 11,5,San Francisco 49ers,Atlanta Falcons,Mike Singletary,Mike Smith,3-2,3-1,outdoors,grass,San Francisco 49ers -1.0,39.5 (over),Shaun Hill,Glen Coffee,,,Delanie Walker,Joe Staley,David Baas,Eric Heitmann,Chilo Rachal,Adam Snyder,,Aubrayo Franklin,,,,,Nate Clements,Shawntae Spencer,Michael Lewis,Dashon Goldson,Matt Ryan,Michael Turner,,Roddy White,Justin Peelle,Sam Baker,Justin Blalock,Todd McClure,Harvey Dahl,Tyson Clabo,Jamaal Anderson,,,John Abraham,,,Curtis Lofton,,,Erik Coleman,Thomas DeCoud,Chris Houston,,,,,,Isaac Sopoaga,,,Justin Smith,,,Josh Morgan,,,Kroy Biermann,,,,,,,Patrick Willis,,,,,,,,,,,,,,Jonathan Babineaux,Mike Peterson,,,,,,,,,,,,,,,,Parys Haralson,,,Manny Lawson,Takeo Spikes,,,,,,,,,,,,,,,,,,,,,,,
71,2009,October 11,5,Arizona Cardinals,Houston Texans,Ken Whisenhunt,Gary Kubiak,2-2,2-3,retractable roof (closed),grass,Arizona Cardinals -6.0,51.0 (under),Kurt Warner,Tim Hightower,,,Anthony Becht,Mike Gandy,Reggie Wells,Lyle Sendlein,Deuce Lutui,Levi Brown,Calais Campbell,,Clark Haggans,,,Chike Okeafor,Dominique Rodgers-Cromartie,Bryant McFadden,Adrian Wilson,Antrel Rolle,Matt Schaub,Steve Slaton,,Andre Johnson,Owen Daniels,Duane Brown,Kasey Studdard,Chris Myers,Mike Brisiel,Eric Winston,Antonio Smith,,,Mario Williams,,,DeMeco Ryans,Glover Quin,DelJuan Robinson,Bernard Pollard,Eugene Wilson,,,Amobi Okoye,,,,,,,,,,Anquan Boldin,,,Shaun Cody,,,Bryan Robinson,Dan Kreider,,,,,,,,,,,,,,,,Brian Cushing,,Zach Diles,Gerald Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2009,October 11,5,Seattle Seahawks,Jacksonville Jaguars,Jim Mora,Jack Del Rio,2-3,2-3,outdoors,fieldturf,Seattle Seahawks -2.0,44.5 (under),Matt Hasselbeck,Julius Jones,,,John Carlson,Brandon Frye,Mansfield Wrotto,Chris Spencer,Max Unger,Ray Willis,Lawrence Jackson,,,,,,Josh Wilson,Ken Lucas,Deon Grant,Jordan Babineaux,David Garrard,Maurice Jones-Drew,,Torry Holt,Marcedes Lewis,Tra Thomas,Vince Manuwai,Brad Meester,Uche Nwaneri,Eben Britton,,,,,Daryl Smith,,,,,Gerald Alexander,Reggie Nelson,Rashean Mathis,Atiyyah Ellison,John Henderson,Russell Allen,,,Brandon Mebane,Lofa Tatupu,Darryl Tapp,Colin Cole,,,Nate Burleson,,,,,,,,,,,,,,,,,,,,,,,,,,,Will Herring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2009,October 11,5,Denver Broncos,New England Patriots,Josh McDaniels,Bill Belichick,5-0,3-2,outdoors,grass,New England Patriots -3.0,41.5 (under),Kyle Orton,Knowshon Moreno,,,Daniel Graham,Ryan Clady,Ben Hamilton,Casey Wiegmann,Chris Kuper,Ryan Harris,,Ronald Fields,,,,,Champ Bailey,Andre' Goodman,,,Tom Brady,Sammy Morris,,Randy Moss,Ben Watson,Matt Light,Logan Mankins,Dan Koppen,Steve Neal,Nick Kaczur,Ty Warren,,,Jarvis Green,Adalius Thomas,,,Shawn Springs,Leigh Bodden,Brandon Meriweather,Brandon McGowan,,,Mike Wright,,,Ryan McBean,,,Kenny Peterson,,,,Brandon Marshall,,,,,,,,,,,,,,Gary Guyton,,,,,,,,,,,,Andra Davis,Mario Haggan,Renaldo Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2009,October 11,5,Tennessee Titans,Indianapolis Colts,Jeff Fisher,Jim Caldwell,0-5,5-0,outdoors,grass,Indianapolis Colts -3.5,44.0 (under),Kerry Collins,Chris Johnson,,,Bo Scaife,Michael Roos,Eugene Amano,Kevin Mawae,Jake Scott,David Stewart,,,,,,,Nick Harper,Jason McCourty,Chris Hope,Donnie Nickey,Peyton Manning,Joseph Addai,,Reggie Wayne,Dallas Clark,Tony Ugoh,Ryan Lilja,Jeff Saturday,Mike Pollak,Ryan Diem,Robert Mathis,Antonio Johnson,Edward Johnson,Dwight Freeney,,,Gary Brackett,Jacob Lacey,Jerraud Powers,Melvin Bullitt,Antoine Bethea,,,,,,William Hayes,Jovan Haye,Stephen Tulloch,Kyle Vanden Bosch,Tony Brown,,,Nate Washington,,,,,,,Ahmard Hall,,,,,Keith Bulluck,,,,,,,,,,,Tyjuan Hagler,,Clint Session,,,,,,,,,,,,,,,,,David Thornton,,,,,,,,,,,,,Gijon Robinson,,,,,,,,,,,,,
75,2009,October 12,5,Miami Dolphins,New York Jets,Tony Sparano,Rex Ryan,2-3,3-2,outdoors,grass,New York Jets -3.0,36.5 (over),Chad Henne,Ronnie Brown,,,Joey Haynos,Jake Long,Justin Smiley,Jake Grove,Donald Thomas,Vernon Carey,,Jason Ferguson,,,,,Will Allen,Sean Smith,Yeremiah Bell,Gibril Wilson,Mark Sanchez,Thomas Jones,Robert Turner,Brad Smith,Ben Hartsock,D'Brickashaw Ferguson,Alan Faneca,Nick Mangold,Brandon Moore,Damien Woody,,,,,Calvin Pace,,,Darrelle Revis,,,,,,Sione Pouha,,,Kendall Langford,,,Randy Starks,,Jason Taylor,Joey Porter,Greg Camarillo,,,Kris Jenkins,,,Paul Soliai,Lousaka Polite,,,,,,,,Jim Leonhard,,,,Shaun Ellis,David Harris,Marques Douglas,Bart Scott,,,,Channing Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2009,October 18,6,Tampa Bay Buccaneers,Carolina Panthers,Raheem Morris,John Fox,0-6,2-3,outdoors,grass,Carolina Panthers -3.0,40.5 (over),Josh Johnson,Cadillac Williams,,,Jerramy Stevens,Donald Penn,Jeremy Zuttah,Jeff Faine,Davin Joseph,Jeremy Trueblood,,,,,,,Aqib Talib,Ronde Barber,Sabby Piscitelli,Tanard Jackson,Jake Delhomme,DeAngelo Williams,,Steve Smith,Jeff King,Jordan Gross,Travelle Wharton,Ryan Kalil,Keydrick Vincent,Jeff Otah,Tyler Brayton,Hollis Thomas,Damione Lewis,Julius Peppers,,,Jon Beason,Chris Gamble,Richard Marshall,Chris Harris,Charles Godfrey,,,,,,Jimmy Wilkerson,,Barrett Ruud,Stylez G. White,,Quincy Black,Geno Hayes,Antonio Bryant,,,,,,Ryan Sims,,,,,,,,,,,,,,,,,Na'il Diggs,,Thomas Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2009,October 18,6,Pittsburgh Steelers,Cleveland Browns,Mike Tomlin,Eric Mangini,4-2,1-5,outdoors,dessograss,Pittsburgh Steelers -14.0,38.0 (over),Ben Roethlisberger,Rashard Mendenhall,,,Heath Miller,Max Starks,Chris Kemoeatu,Justin Hartwig,Trai Essex,Willie Colon,Travis Kirschke,Casey Hampton,LaMarr Woodley,James Farrior,Lawrence Timmons,James Harrison,Ike Taylor,William Gay,Troy Polamalu,Ryan Clark,Derek Anderson,Jamal Lewis,Lawrence Vickers,Mohamed Massaquoi,Robert Royal,Joe Thomas,Eric Steinbach,Alex Mack,Floyd Womack,John St. Clair,Kenyon Coleman,,,Robaire Smith,Jason Trusnik,,,Eric Wright,Brandon McDonald,,,,,,,,,,,,,,,Santonio Holmes,,,Shaun Rogers,,,,David Johnson,,,,,,,Eric Barton,Abram Elam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2009,October 18,6,Cincinnati Bengals,Houston Texans,Marvin Lewis,Gary Kubiak,4-2,3-3,outdoors,fieldturf,Cincinnati Bengals -3.5,46.5 (under),Carson Palmer,,,,Daniel Coats,,Evan Mathis,Kyle Cook,Bobbie Williams,,,,,,,,Johnathan Joseph,Leon Hall,Nedu Ndukwe,Chris Crocker,Matt Schaub,Steve Slaton,,Andre Johnson,Owen Daniels,Duane Brown,Kasey Studdard,Chris Myers,Chris White,Eric Winston,Antonio Smith,,,Mario Williams,,,DeMeco Ryans,Glover Quin,Dunta Robinson,Bernard Pollard,Eugene Wilson,,,Amobi Okoye,,,Robert Geathers,Domata Peko,Dhani Jones,Antwan Odom,Pat Sims,Rey Maualuga,Keith Rivers,Laveranues Coles,,,Jeff Zgonina,,,,Jeremi Johnson,,,,,,,,,Cedric Benson,Andrew Whitworth,Dennis Roland,,,,,Brian Cushing,,Zach Diles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2009,October 18,6,Green Bay Packers,Detroit Lions,Mike McCarthy,Jim Schwartz,3-2,1-5,outdoors,grass,Green Bay Packers -14.0,48.0 (under),Aaron Rodgers,Ryan Grant,,,Donald Lee,Chad Clifton,Daryn Colledge,Scott Wells,Josh Sitton,Allen Barbre,,Ryan Pickett,Aaron Kampman,,,Clay Matthews,Charles Woodson,Al Harris,,Nick Collins,Daunte Culpepper,Kevin Smith,Jerome Felton,Dennis Northcutt,Brandon Pettigrew,Jeff Backus,Daniel Loper,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Turk McBride,,,Cliff Avril,DeAndre Levy,,Larry Foote,Will Peterson,Phillip Buchanon,Marquand Manuel,Louis Delmas,,,Grady Jackson,,,Johnny Jolly,,Nick Barnett,Cullen Jenkins,,,,Greg Jennings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,Brandon Chillar,,,,,,,,,,,,,,,,,,,,,,,,,
80,2009,October 18,6,New Orleans Saints,New York Giants,Sean Payton,Tom Coughlin,5-0,5-1,dome,fieldturf,New Orleans Saints -3.0,47.5 (over),Drew Brees,Reggie Bush,,,Jeremy Shockey,Jermon Bushrod,Carl Nicks,Jonathan Goodwin,Jahri Evans,Jon Stinchcomb,,Remi Ayodele,,,,,Jabari Greer,Tracy Porter,Roman Harper,Darren Sharper,Eli Manning,Brandon Jacobs,,Mario Manningham,Kevin Boss,David Diehl,Rich Seubert,Shaun O'Hara,Chris Snee,Kareem McKenzie,Justin Tuck,,,Osi Umenyiora,,,Antonio Pierce,Corey Webster,Terrell Thomas,Michael Johnson,C.C. Brown,,,Fred Robbins,,,Charles Grant,,Jonathan Vilma,Will Smith,,Scott Fujita,Scott Shanle,Marques Colston,,,Barry Cofield,,,Sedrick Ellis,Heath Evans,,,,,,,,,,,,,,,,Danny Clark,,Chase Blackburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2009,October 18,6,Jacksonville Jaguars,St. Louis Rams,Jack Del Rio,Steve Spagnuolo,3-3,0-6,outdoors,grass,Jacksonville Jaguars -9.5,42.5 (over),David Garrard,Maurice Jones-Drew,,,Marcedes Lewis,Eugene Monroe,Vince Manuwai,Brad Meester,Uche Nwaneri,Eben Britton,,,,,,,,,Gerald Alexander,Reggie Nelson,Marc Bulger,Steven Jackson,,Keenan Burton,Randy McMichael,Alex Barron,Jacob Bell,Jason Brown,Richie Incognito,Adam Goldberg,Leonard Little,,Clifton Ryan,James Hall,,,James Laurinaitis,Ron Bartell,Bradley Fletcher,Craig Dahl,O.J. Atogwe,,,,,,John Henderson,,,Atiyyah Ellison,,,,Mike Sims-Walker,,,,,,Terrance Knighton,,,,,,,,,,,,,,,,,Justin King,,Will Witherspoon,,,,,,,,,,,,Derek Cox,,,,,,Clint Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
82,2009,October 18,6,Washington Redskins,Kansas City Chiefs,Jim Zorn,Todd Haley,2-4,1-5,outdoors,grass,Washington Redskins -6.5,36.5 (under),Jason Campbell,Clinton Portis,,,Chris Cooley,Stephon Heyer,Derrick Dockery,Casey Rabach,Will Montgomery,Mike Williams,Andre Carter,,,,,,,,Fred Smoot,LaRon Landry,Matt Cassel,Larry Johnson,,Mark Bradley,Sean Ryan,Wade Smith,Brian Waters,Rudy Niswanger,Mike Goff,Ryan O'Callaghan,,,,Glenn Dorsey,,,,Brandon Flowers,Brandon Carr,Mike Brown,Jon McGraw,Mike Richardson,,,,,,,London Fletcher,,,,Rocky McIntosh,Antwaan Randle El,Derrick Johnson,Mike Vrabel,Ron Edwards,Jovan Belcher,Tamba Hali,Albert Haynesworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Rogers,,,,,,,,,,,,,,,,,,,,,Brian Orakpo,,,,,,,,,,
83,2009,October 18,6,Minnesota Vikings,Baltimore Ravens,Brad Childress,John Harbaugh,6-0,3-3,dome,fieldturf,Minnesota Vikings -3.0,45.5 (over),Brett Favre,,,,Jeff Dugan,Bryant McKinnie,Steve Hutchinson,John Sullivan,Anthony Herrera,Phil Loadholt,,Pat Williams,,,,,Antoine Winfield,Cedric Griffin,Tyrell Johnson,Madieu Williams,Joe Flacco,Ray Rice,Le'Ron McClain,Mark Clayton,Todd Heap,Michael Oher,Ben Grubbs,Matt Birk,Chris Chester,Marshal Yanda,,,,,,,,Fabian Washington,Domonique Foxworth,Dawan Landry,Ed Reed,,Dwan Edwards,Haloti Ngata,,,Ray Edwards,,E.J. Henderson,Jared Allen,,Chad Greenway,Ben Leber,Sidney Rice,,,Kelly Gregg,,,,,,,,,,,,,Adrian Peterson,,,,Ray Lewis,,,Jarret Johnson,,,,,,Terrell Suggs,,,,Kevin Williams,,,,,,,,,,,,,,Tavares Gooden,,,,,,,,,,,,,,,,,,,,,
84,2009,October 18,6,Oakland Raiders,Philadelphia Eagles,Tom Cable,Andy Reid,2-4,3-2,outdoors,grass,Philadelphia Eagles -14.0,40.5 (under),JaMarcus Russell,Michael Bush,,,Zach Miller,Mario Henderson,Chris Morris,Samson Satele,Cooper Carlisle,Erik Pears,Greg Ellis,,,,,,,,Tyvon Branch,Hiram Eugene,Donovan McNabb,Brian Westbrook,,DeSean Jackson,Alex Smith,Jason Peters,Nick Cole,Jamaal Jackson,Max Jean-Gilles,Winston Justice,Victor Abiamiri,Mike Patterson,Brodrick Bunkley,Trent Cole,,,Jeremiah Trotter,Asante Samuel,Sheldon Brown,Quintin Mikell,Victor Harris,,,,,,,,Kirk Morrison,,,,,Louis Murphy,,,,,,Gerard Warren,Gary Russell,,,,,,,,,,,,,,,Akeem Jordan,,,,,Thomas Howard,,,,,Chris Gocong,,,,,Nnamdi Asomugha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2009,October 18,6,Seattle Seahawks,Arizona Cardinals,Jim Mora,Ken Whisenhunt,2-4,3-2,outdoors,fieldturf,Seattle Seahawks -3.0,46.0 (under),Matt Hasselbeck,Julius Jones,,,John Carlson,Kyle Williams,Steve Vallos,Chris Spencer,Max Unger,Ray Willis,,,,,,,Josh Wilson,Kelly Jennings,Deon Grant,Jordan Babineaux,Kurt Warner,Tim Hightower,Dan Kreider,Anquan Boldin,Anthony Becht,Mike Gandy,Reggie Wells,Lyle Sendlein,Deuce Lutui,Levi Brown,,,,,,,,Dominique Rodgers-Cromartie,Bryant McFadden,Adrian Wilson,Antrel Rolle,,Calais Campbell,Darnell Dockett,,,Lawrence Jackson,Brandon Mebane,Lofa Tatupu,Patrick Kerney,Colin Cole,,,T.J. Houshmandzadeh,,Clark Haggans,Bryan Robinson,,Chike Okeafor,,Justin Griffith,,,,,,,Gerald Hayes,,,,,,,,,,,,,Will Herring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2009,October 18,6,New York Jets,Buffalo Bills,Rex Ryan,Dick Jauron,3-3,2-4,outdoors,fieldturf,New York Jets -9.5,35.5 (under),Mark Sanchez,Thomas Jones,,,Dustin Keller,D'Brickashaw Ferguson,Alan Faneca,Nick Mangold,Brandon Moore,Damien Woody,,Kris Jenkins,,,,,Darrelle Revis,Lito Sheppard,,,Trent Edwards,Marshawn Lynch,,Terrell Owens,Derek Fine,Demetress Bell,Andy Levitre,Geoff Hangartner,Eric Wood,Jamon Meredith,Chris Kelsay,Marcus Stroud,Kyle Williams,Aaron Schobel,,,Paul Posluszny,Terrence McGee,Drayton Florence,Donte Whitner,Jairus Byrd,,,,,,,,,,,,,Braylon Edwards,,,,,,,Tony Richardson,,,David Harris,,,,,,,,,,,,,Ashlee Palmer,,,,Calvin Pace,Jim Leonhard,,,,,,,,,,,Shaun Ellis,Sione Pouha,Bart Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2009,October 18,6,New England Patriots,Tennessee Titans,Bill Belichick,Jeff Fisher,4-2,0-6,outdoors,fieldturf,New England Patriots -9.0,37.5 (over),Tom Brady,Sammy Morris,,,,Sebastian Vollmer,Logan Mankins,Dan Koppen,Steve Neal,Nick Kaczur,,,,,,,Darius Butler,Jonathan Wilhite,Brandon Meriweather,Brandon McGowan,Kerry Collins,Chris Johnson,,Justin Gage,Bo Scaife,Michael Roos,Eugene Amano,Kevin Mawae,Jake Scott,David Stewart,William Hayes,Jovan Haye,Tony Brown,Kyle Vanden Bosch,,David Thornton,,Jason McCourty,Ryan Mouton,Chris Hope,Michael Griffin,,,,,,Ty Warren,,,Jarvis Green,,,,Wes Welker,,,,,,Vince Wilfork,,,,,,,,,,,,,,,,,,,,Jerod Mayo,Derrick Burgess,,Keith Bulluck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2009,October 18,6,Atlanta Falcons,Chicago Bears,Mike Smith,Lovie Smith,4-1,3-2,dome,fieldturf,Atlanta Falcons -3.5,45.5 (under),Matt Ryan,Michael Turner,,,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Harvey Dahl,Tyson Clabo,,Thomas Johnson,,,,,,,Erik Coleman,Thomas DeCoud,Jay Cutler,Matt Forte,Jason McKie,Earl Bennett,Greg Olsen,Orlando Pace,Frank Omiyale,Olin Kreutz,Roberto Garza,Chris Williams,Adewale Ogunleye,,,Alex Brown,,,Nick Roach,Charles Tillman,Zackary Bowman,Al Afalava,Danieal Manning,,,Tommie Harris,,,Jamaal Anderson,,Curtis Lofton,John Abraham,,Stephen Nicholas,Mike Peterson,Michael Jenkins,,,Marcus Harrison,,,,Verron Haynes,,,,,,,,,,,,,,,,Pisa Tinoisamoa,,Lance Briggs,,,,,,,,Jonathan Babineaux,,,,Brian Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2009,October 19,6,San Diego Chargers,Denver Broncos,Norv Turner,Josh McDaniels,2-3,6-0,outdoors,grass,San Diego Chargers -3.5,45.0 (over),Philip Rivers,LaDainian Tomlinson,,,Antonio Gates,Marcus McNeill,Kris Dielman,Scott Mruczkowski,Louis Vasquez,Jeromey Clary,Jacques Cesaire,,,,,,Quentin Jammer,Antonio Cromartie,Kevin Ellison,Eric Weddle,Kyle Orton,Knowshon Moreno,,Eddie Royal,Daniel Graham,Ryan Clady,Ben Hamilton,Casey Wiegmann,Chris Kuper,Ryan Harris,Ryan McBean,,,Kenny Peterson,Mario Haggan,,,Champ Bailey,Andre' Goodman,,,,,,,,,,,,,,,Vincent Jackson,,,Ronald Fields,,,Ogemdi Nwagbuo,Jacob Hester,,,,,,,Andra Davis,Renaldo Hill,,,,,,,,,,,Stephen Cooper,Shawne Merriman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2009,October 25,7,St. Louis Rams,Indianapolis Colts,Steve Spagnuolo,Jim Caldwell,0-7,6-0,dome,fieldturf,Indianapolis Colts -14.5,45.0 (over),Marc Bulger,Steven Jackson,,,Randy McMichael,Alex Barron,Jacob Bell,Jason Brown,Richie Incognito,Adam Goldberg,,,,,,,Ron Bartell,Bradley Fletcher,James Butler,O.J. Atogwe,Peyton Manning,Joseph Addai,,Reggie Wayne,Dallas Clark,Charlie Johnson,Ryan Lilja,Jeff Saturday,Mike Pollak,Ryan Diem,Robert Mathis,Antonio Johnson,Daniel Muir,Dwight Freeney,,,Gary Brackett,Kelvin Hayden,Jerraud Powers,Bob Sanders,Antoine Bethea,,,,,,Leonard Little,C.J. Ah You,James Laurinaitis,Chris Long,LaJuan Ramsey,,,Donnie Avery,,,,,,,Mike Karney,,,,,,,,,,,,,,,,Tyjuan Hagler,,Clint Session,,,,,,,,,,,,Quincy Butler,,,,,,,,,,,,,,,,,,Gijon Robinson,,Craig Dahl,,,,,,,,,,,
91,2009,October 25,7,Kansas City Chiefs,San Diego Chargers,Todd Haley,Norv Turner,1-6,3-3,outdoors,grass,San Diego Chargers -5.5,44.0 (push),Matt Cassel,Larry Johnson,,,Sean Ryan,Wade Smith,Brian Waters,Rudy Niswanger,Mike Goff,Ryan O'Callaghan,,Ron Edwards,Mike Vrabel,Demorrio Williams,Corey Mays,Tamba Hali,Brandon Flowers,Brandon Carr,Mike Brown,Jon McGraw,Philip Rivers,LaDainian Tomlinson,Mike Tolbert,Vincent Jackson,Antonio Gates,Marcus McNeill,Kris Dielman,Scott Mruczkowski,Louis Vasquez,Jeromey Clary,Jacques Cesaire,,,Luis Castillo,,,,Quentin Jammer,Antonio Cromartie,Kevin Ellison,Eric Weddle,,,,,,Tyson Jackson,,,Glenn Dorsey,,,,Dwayne Bowe,Stephen Cooper,Shaun Phillips,Ogemdi Nwagbuo,Tim Dobbins,Shawne Merriman,,Mike Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2009,October 25,7,Cleveland Browns,Green Bay Packers,Eric Mangini,Mike McCarthy,1-6,4-2,outdoors,grass,Green Bay Packers -9.0,41.5 (under),Derek Anderson,Jamal Lewis,,,Hank Fraley,Joe Thomas,Eric Steinbach,Alex Mack,Floyd Womack,John St. Clair,,Shaun Rogers,,,,,Eric Wright,Brandon McDonald,,,Aaron Rodgers,Ryan Grant,,Donald Driver,Donald Lee,T.J. Lang,Daryn Colledge,Scott Wells,Josh Sitton,Allen Barbre,Johnny Jolly,,,Cullen Jenkins,,,Nick Barnett,Charles Woodson,Al Harris,Atari Bigby,Nick Collins,,,,,,Kenyon Coleman,,,Robaire Smith,,,,Mohamed Massaquoi,,Aaron Kampman,Ryan Pickett,,Clay Matthews,,Lawrence Vickers,,,,,,,,,,,,,,,,,,,Kaluka Maiava,David Bowens,Brodney Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,
