,date,week,year,seasonNumber,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeDT,homeLB,homeCB,homeS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDE,awayDT,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayFB,awayLDE,awayLDT,awayRDE,awayRDT,homeLCB,homeLDE,homeLILB,homeLOLB,homeLS,homeNT,homeRCB,homeRDE,homeRILB,homeROLB,homeRS,awayLLB,awayRLB,homeFB,homeFS,homeLDT,homeMLB,homeRDT,homeSLB,homeSS,homeWLB,awayG,awayT,homeLLB,homeRLB,awayL,awayLILB,awayLOLB,awayNT,awayRILB,awayROLB,homeT,awayCB,awayLB,awayS,awayUT,homeOLB,awayOLB,awayILB,homeL,homeUT,awayHB,homeXR,homeZR,awayFL,homeFL,homeSE,awayLS,awayRS,awayXR,awayZR,homeG,homeILB,awaySE,homeHB,awayDB,homeDB,awayEOLB,homeSB,awayREC,homeRD,awayOT
20,September 19,2,1999,80,Baltimore Ravens,Pittsburgh Steelers,Brian Billick,Bill Cowher,0-2,2-0,outdoors,grass,Pittsburgh Steelers -2.5,38.0 (over),Scott Mitchell,Errict Rhett,Qadry Ismail,Aaron Pierce,Jonathan Ogden,Everett Lindsay,Jeff Mitchell,Jeff Blackshear,Harry Swayne,,,,,,Kordell Stewart,Jerome Bettis,Courtney Hawkins,Mark Bruener,Wayne Gandy,Alan Faneca,Chad Scott,Brendan Stai,Chris Conrad,Orpheus Roye,,,,,,Dewayne Washington,Lee Flowers,Travis Davis,19,16,36-149-2,29-125-1,18-27-138-0-0,14-31-178-1-2,3-17,2-11,121,167,270,292,2-0,1-1,0,3,7-37,9-67,6-17,2-13,0-0,1-1,34:07,25:53,Jon Witman,,,,,DeRon Jenkins,Rob Burnett,,,,,Duane Starks,Michael McCrary,,,,,,,Rod Woodson,Larry Webster,Ray Lewis,Tony Siragusa,,Kim Herring,,,,Cornell Brown,Jamie Sharper,,Levon Kirkland,Jason Gildon,Joel Steed,Earl Holmes,Carlos Emmons,,,,,,,,,,,,,,Hines Ward,,,,,,,,,,,,,,,,,
21,September 19,2,1999,80,New England Patriots,Indianapolis Colts,Pete Carroll,Jim Mora,2-0,1-1,outdoors,grass,New England Patriots -4.5,45.0 (over),Drew Bledsoe,Kevin Faulk,Terry Glenn,Ben Coates,Bruce Armstrong,Max Lane,Damien Woody,Todd Rucci,Ed Ellis,,,,,,Peyton Manning,Edgerrin James,Marvin Harrison,Marcus Pollard,Tarik Glenn,Steve McKinney,Larry Moore,Waverly Jackson,Adam Meadows,,,,Mike Barber,,Jeff Burris,Mustafah Muhammad,Chad Cota,Jason Belser,23,26,33-121-1,27-108-0,18-30-223-3-2,27-45-299-4-0,0-0,1-7,223,292,344,400,2-2,1-1,4,1,7-59,15-135,4-10,6-13,0-0,0-0,30:57,29:03,,Shawn King,Bernard Whittington,Chad Bratzke,Ellis Johnson,Ty Law,Brandon Mitchell,,,,,Steve Israel,Willie McGinest,,,,Cornelius Bennett,Andre Royal,Tony Carter,Chris Carter,Chad Eaton,Andy Katzenmoyer,Henry Thomas,Chris Slade,Lawyer Milloy,Tedy Bruschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,September 19,2,1999,80,New York Giants,Washington Redskins,Jim Fassel,Norv Turner,1-1,1-1,outdoors,astroturf,New York Giants -2.5,41.0 (over),Kent Graham,Sean Bennett,Ike Hilliard,Howard Cross,Roman Oben,Luke Petitgout,Brian Williams,Ron Stone,Scott Gragg,,,,,,Brad Johnson,Stephen Davis,Albert Connell,Stephen Alexander,Andy Heck,Keith Sims,Cory Raymer,Tre' Johnson,Jon Jansen,Kenard Lang,Dan Wilkinson,,,,,,,,28,18,41-164-3,17-83-2,20-28-231-3-0,23-38-312-1-2,0-0,2-22,231,290,395,373,2-0,2-1,0,3,5-40,8-106,7-12,2-10,0-1,1-3,33:16,26:44,Larry Centers,,,,,Jeremy Lincoln,Michael Strahan,,,,,Phillippi Sparks,Cedric Jones,,,,,,Charles Way,Percy Ellsworth,Robert Harris,Corey Widmer,Keith Hamilton,,Sam Garnes,,,,,,,,,,,,,Darrell Green,Derek Smith,Leomont Evans,,Ryan Phillips,,,,,,,,,,,,,,,,,,,,,,,,,
23,September 19,2,1999,80,Chicago Bears,Seattle Seahawks,Dick Jauron,Mike Holmgren,1-1,1-1,outdoors,grass,Seattle Seahawks -3.5,39.0 (under),Shane Matthews,Curtis Enis,Bobby Engram,,Blake Brockermeyer,Todd Perry,Olin Kreutz,Chris Villarrial,James Williams,,,,,,Glenn Foley,Ricky Watters,Derrick Mayes,Christian Fauria,Walter Jones,Pete Kendall,Kevin Glover,Brian Habib,Grant Williams,,,,Anthony Simmons,,Shawn Springs,Willie Williams,Darryl Williams,Jay Bellamy,19,20,28-100-0,30-115-1,18-30-283-2-0,23-44-216-0-0,6-34,3-20,249,196,349,311,3-3,1-1,3,1,8-70,13-89,6-13,7-18,0-1,2-2,28:03,31:57,,Michael Sinclair,Sam Adams,Phillip Daniels,Cortez Kennedy,Walt Harris,Bryan Robinson,,,,,Tom Carter,Russell Davis,,,,,,Ty Hallock,Chris Hudson,Jim Flanigan,Sean Harris,Mike Wells,Ricardo McDonald,Tony Parrish,Barry Minter,,,,,,,,,,,,,,,,,James Logan,,,,,,,,,,,,,,,,,,,,,,,,
24,September 19,2,1999,80,Philadelphia Eagles,Tampa Bay Buccaneers,Andy Reid,Tony Dungy,0-2,1-1,outdoors,astroturf,Tampa Bay Buccaneers -6.5,36.5 (under),Doug Pederson,Duce Staley,Dietrich Jells,Jed Weaver,Tra Thomas,Doug Brzezinski,Steve Everitt,Jeff Dellenbach,Jermane Mayberry,,,,,,Trent Dilfer,Warrick Dunn,Bert Emanuel,Dave Moore,Paul Gruber,Jorge Diaz,Tony Mayberry,Frank Middleton,Jason Odom,,Warren Sapp,Shelton Quarles,Hardy Nickerson,Derrick Brooks,Donnie Abraham,Ronde Barber,John Lynch,Damien Robinson,16,9,44-156-0,20-84-0,7-14-89-2-2,16-30-126-0-1,2-25,9-60,64,66,220,150,1-0,2-0,2,1,6-55,3-45,5-13,4-17,0-0,0-0,33:51,26:09,Mike Alstott,Chidi Ahanotu,,Steve White,,Troy Vincent,Greg Jefferson,,,,,Al Harris,Hugh Douglas,,,,,,Kevin Turner,Brian Dawkins,Hollis Thomas,Jeremiah Trotter,Steve Martin,,Tim Hauck,,,,James Darling,William Thomas,,,,Brad Culpepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,September 19,2,1999,80,San Francisco 49ers,New Orleans Saints,Steve Mariucci,Mike Ditka,1-1,1-1,outdoors,grass,San Francisco 49ers -11.0,42.5 (over),Steve Young,Charlie Garner,Jerry Rice,Chad Fann,Dave Fiore,Ray Brown,Chris Dalman,Derrick Deese,Jeremy Newberry,,,,,Lance Schulters,Billy Joe Hobert,Ricky Williams,Keith Poole,Cam Cleeland,Willie Roaf,Wally Williams,Jerry Fontenot,Chris Naeole,Kyle Turley,,,Keith Mitchell,Chris Bordano,Mark Fields,Ashley Ambrose,Tyronne Drakeford,Sammy Knight,Rob Kelly,17,21,30-101-0,23-88-1,20-37-223-3-2,23-35-258-2-1,0-0,5-35,223,223,324,311,3-1,1-0,3,1,8-79,3-28,6-15,2-11,2-4,2-4,30:56,29:04,Aaron Craver,Troy Wilson,Wayne Martin,Brady Smith,La'Roi Glover,Darnell Walker,Marvin Washington,Winfred Tubbs,Lee Woodall,,,Mark McMillian,Gabe Wilkins,Ken Norton Jr.,,,,,Tommy Vardell,,Bryant Young,,Junior Bryant,,Tim McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,September 19,2,1999,80,Tennessee Titans,Cleveland Browns,Jeff Fisher,Chris Palmer,2-0,0-2,outdoors,grass,Tennessee Titans -16.0,40.0 (under),Neil O'Donnell,Eddie George,Kevin Dyson,Frank Wycheck,Brad Hopkins,Scott Sanderson,Bruce Matthews,Benji Olson,Jon Runyan,,,,,,Tim Couch,Terry Kirby,Leslie Shepherd,Irv Smith,Lomas Brown,Jim Pyne,Dave Wohlabaugh,Steve Zahursky,Orlando Brown,,,,Wali Rainer,,Corey Fuller,Daylon McCutcheon,Marquez Pope,Tim McTyer,12,24,16-83-0,34-102-2,12-24-134-1-0,31-40-310-1-0,7-44,0-0,90,310,173,412,2-1,1-0,1,0,2-7,7-70,4-11,8-14,0-0,0-0,18:40,41:20,Marc Edwards,Derrick Alexander,John Jurkovic,Hurvin McCormack,Jerry Ball,Dainon Sidney,Jevon Kearse,,,,,Samari Rolle,Henry Ford,,,,John Thierry,Jamir Miller,Lorenzo Neal,Marcus Robertson,Mike Jones,Barron Wortham,Jason Fisk,,Blaine Bishop,,,,Eddie Robinson,Joe Bowden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,September 19,2,1999,80,Kansas City Chiefs,Denver Broncos,Gunther Cunningham,Mike Shanahan,1-1,0-2,outdoors,grass,Denver Broncos -3.5,40.5 (under),Elvis Grbac,Kimble Anders,,Tony Gonzalez,Glenn Parker,Dave Szott,Tim Grunhard,Will Shields,Victor Riley,,,,,,Brian Griese,Terrell Davis,Ed McCaffrey,Shannon Sharpe,Tony Jones,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,,,Bill Romanowski,Glenn Cadrez,John Mobley,Ray Crockett,Dale Carter,Tyrone Braxton,Eric Brown,20,17,26-88-1,41-188-2,20-31-172-0-2,15-20-179-0-1,2-16,1-2,156,177,244,365,4-2,1-0,4,1,8-50,10-84,1-7,5-13,0-0,1-1,26:32,33:28,Howard Griffith,Maa Tanuvasa,Keith Traylor,Harald Hasselbach,Trevor Pryce,Cris Dishman,Eric Hicks,,Derrick Thomas,,,James Hasty,Leslie O'Neal,,Donnie Edwards,,,,Tony Richardson,Jerome Woods,Chester McGlockton,Marvcus Patton,Tom Barndt,,Reggie Tongue,,,,,,,,,,,,,,,,,,,,,,,,,,Derrick Alexander,Andre Rison,,,,,,,,,,,,,,,
28,September 19,2,1999,80,Buffalo Bills,New York Jets,Wade Phillips,Bill Parcells,1-1,0-2,outdoors,astroturf,Buffalo Bills -4.0,42.0 (under),Doug Flutie,Antowain Smith,Eric Moulds,Jay Riemersma,John Fina,Ruben Brown,Jerry Ostroski,Dusty Zeigler,Robert Hicks,,,,,,Rick Mirer,Curtis Martin,Dedric Ward,Fred Baxter,Jumbo Elliott,Kerry Jenkins,Kevin Mawae,Randy Thomas,Jason Fabini,,,,,,Aaron Glenn,Ray Mickens,,,11,23,18-74-0,47-224-2,13-28-121-0-0,15-25-160-0-0,2-5,0-0,116,160,190,384,0-0,2-1,0,1,9-67,8-50,2-11,10-16,0-2,0-0,23:36,36:24,Richie Anderson,Rick Lyle,,Anthony Pleasant,,Ken Irvin,Phil Hansen,John Holecek,Sam Rogers,,Ted Washington,Thomas Smith,Bruce Smith,Sam Cowart,Gabe Northern,,,,Sam Gash,Kurt Schulz,,,,,Henry Jones,,,,,,,Bryan Cox,Mo Lewis,Ernie Logan,Marvin Jones,James Farrior,,,,,,,,,,,,,,,,,Victor Green,Steve Atwater,,,,,,,,,,,,,
29,September 20,2,1999,80,Dallas Cowboys,Atlanta Falcons,Chan Gailey,Dan Reeves,2-0,0-2,outdoors,astroturf,Dallas Cowboys -6.5,42.0 (under),Troy Aikman,Emmitt Smith,David LaFleur,Tony Hutson,Flozell Adams,Larry Allen,,Mark Stepnoski,Everett McIver,Kavika Pittman,Chad Hennings,,,,Tony Graziani,Jamal Anderson,Chris Calloway,O.J. Santiago,Bob Whitfield,Bob Hallen,Robbie Tobeck,Gene Williams,Ephraim Salaam,Chuck Smith,Shane Dronett,,,,,,,,13,17,24-85-0,37-134-2,16-38-262-1-3,10-22-109-0-2,4-23,2-11,239,98,324,232,2-1,0-0,4,2,11-82,9-69,5-17,4-14,0-1,1-1,27:12,32:48,Bob Christian,,,,,Kevin Mathis,,,,,,Charlie Williams,,,,,,,,Darren Woodson,,Randall Godfrey,,Darren Hambrick,George Teague,Dexter Coakley,,,,,,,,,,,,Ronnie Bradford,Henri Crockett,Eugene Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,September 26,3,1999,80,St. Louis Rams,Atlanta Falcons,Dick Vermeil,Dan Reeves,2-0,0-3,dome,astroturf,Atlanta Falcons -1.5,40.5 (over),Kurt Warner,Marshall Faulk,Torry Holt,Jeff Robinson,Orlando Pace,Tom Nutten,Mike Gruttadauria,Adam Timmerman,Fred Miller,,,,,,Chris Chandler,Byron Hanspard,Chris Calloway,O.J. Santiago,Bob Whitfield,Bob Hallen,Robbie Tobeck,Gene Williams,Ephraim Salaam,Shane Dronett,Travis Hall,,,,,,,,12,19,22-68-0,34-167-2,19-31-180-1-1,17-25-275-3-0,2-15,0-0,165,275,233,442,1-0,0-0,1,0,3-25,3-26,6-13,10-14,0-3,0-1,27:33,32:27,Bob Christian,,,,,Todd Lyght,Kevin Carter,,,,,Dexter McCleon,Grant Wistrom,,,,,,,Keith Lyle,Ray Agnew,London Fletcher,D'Marco Farr,,Billy Jenkins,,,,Mike Jones,Todd Collins,,,,,,,,Keith Brooking,Henri Crockett,Marty Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,September 26,3,1999,80,Carolina Panthers,Cincinnati Bengals,George Seifert,Bruce Coslet,1-2,0-3,outdoors,grass,Carolina Panthers -7.0,39.5 (under),Steve Beuerlein,Tim Biakabutuka,Muhsin Muhammad,Wesley Walls,Clarence Jones,Matt Campbell,Frank Garcia,Anthony Redmon,Chris Terry,,Sean Gilbert,,,,Jeff Blake,Corey Dillon,Carl Pickens,Tony McGee,Rod Jones,Matt O'Dwyer,Rich Braham,Brian DeMarco,Willie Anderson,,,,,,Rodney Heath,Artrell Hawkins,Myron Bell,Greg Myers,20,13,28-129-0,18-146-2,24-43-251-0-1,17-23-204-1-0,3-8,1-7,243,197,372,343,1-0,3-2,1,2,8-50,3-20,5-16,4-8,1-3,0-0,37:24,22:36,Clif Groce,John Copeland,,Michael Bankston,,Eric Davis,Jason Peter,,,,,Doug Evans,Chuck Wiley,,,,,,William Floyd,Mike Minter,Tim Morabito,Steve Tovar,,Kevin Greene,Brent Alexander,Micheal Barrow,,,,,,Brian Simmons,Steve Foley,Oliver Gibson,Takeo Spikes,Adrian Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,September 26,3,1999,80,Kansas City Chiefs,Detroit Lions,Gunther Cunningham,Bobby Ross,2-1,2-1,outdoors,grass,Kansas City Chiefs -3.5,39.5 (over),Elvis Grbac,Bam Morris,,Tony Gonzalez,Glenn Parker,Jeff Smith,Tim Grunhard,Will Shields,Victor Riley,,,,,,Charlie Batch,,,David Sloan,Ray Roberts,Kerlin Blaise,Mike Compton,Jeff Hartings,Tony Ramirez,,Luther Elliss,Allen Aldridge,Stephen Boyd,Chris Claiborne,Robert Bailey,Terry Fair,Ron Rice,Mark Carrier,18,21,22-118-1,35-155-2,16-34-213-2-2,20-29-235-2-0,4-20,1-7,193,228,311,383,0-0,0-0,2,0,7-52,6-70,2-11,7-15,0-1,0-0,28:53,31:07,Cory Schlesinger,,Robert Porcher,Travis Kirschke,,Cris Dishman,Eric Hicks,,Derrick Thomas,,,James Hasty,Leslie O'Neal,,Donnie Edwards,,,,Tony Richardson,Jerome Woods,Chester McGlockton,Marvcus Patton,Tom Barndt,,Reggie Tongue,,,,,,,,,,,,,,,,,,,,,,Ron Rivers,,,,Derrick Alexander,Andre Rison,,,Johnnie Morton,Germane Crowell,,,,,,,,,,,
33,September 26,3,1999,80,Pittsburgh Steelers,Seattle Seahawks,Bill Cowher,Mike Holmgren,2-1,2-1,outdoors,astroturf,Pittsburgh Steelers -4.0,38.0 (over),Kordell Stewart,Jerome Bettis,Courtney Hawkins,Mark Bruener,Wayne Gandy,Alan Faneca,Dermontti Dawson,Brendan Stai,Anthony Brown,,,,,,Jon Kitna,Ricky Watters,Derrick Mayes,Christian Fauria,Walter Jones,Pete Kendall,Kevin Glover,Brian Habib,Grant Williams,,,,Anthony Simmons,,Shawn Springs,Willie Williams,Darryl Williams,Jay Bellamy,16,15,34-90-0,19-65-0,18-29-265-0-0,21-41-220-1-5,1-14,2-13,251,207,341,272,3-2,1-0,2,5,7-50,5-43,7-17,3-12,0-0,0-2,32:48,27:12,Reggie Brown,Michael Sinclair,Sam Adams,Phillip Daniels,Cortez Kennedy,Chad Scott,Nolan Harrison,Levon Kirkland,Jason Gildon,,Joel Steed,Dewayne Washington,Orpheus Roye,Earl Holmes,Carlos Emmons,,,,Jon Witman,Scott Shields,,,,,Travis Davis,,,,,,,,Darrin Smith,,,Chad Brown,,,,,,,,,,,,,,,Hines Ward,,,,,,,,,,,,,,,,
34,September 26,3,1999,80,Buffalo Bills,Philadelphia Eagles,Wade Phillips,Andy Reid,2-1,0-3,outdoors,astroturf,Buffalo Bills -11.5,38.0 (under),Doug Flutie,Antowain Smith,Eric Moulds,Jay Riemersma,,,Jerry Ostroski,,,Bruce Smith,Ted Washington,Sam Rogers,Ken Irvin,Henry Jones,Doug Pederson,Duce Staley,Torrance Small,Jed Weaver,,,Steve Everitt,,,Mike Mamula,Steve Martin,,,,,,,,11,25,12-22-0,40-191-1,20-37-171-0-0,20-29-195-1-1,2-24,1-9,147,186,169,377,3-2,2-0,2,1,7-50,4-20,2-12,3-11,0-0,0-0,22:38,37:22,Kevin Turner,,,,,,,,,,,,,,,,,,Sam Gash,,,,,,,,Doug Brzezinski,Jermane Mayberry,,,,,,,,,John Fina,Bobby Taylor,Jeremiah Trotter,Brian Dawkins,,,,,,,,,,,,,,,,,Dusty Zeigler,,,,,,,,,,
35,September 26,3,1999,80,Tampa Bay Buccaneers,Denver Broncos,Tony Dungy,Mike Shanahan,2-1,0-3,outdoors,grass,Tampa Bay Buccaneers -2.5,38.0 (under),Trent Dilfer,Warrick Dunn,Karl Williams,Dave Moore,Paul Gruber,Jorge Diaz,Tony Mayberry,Frank Middleton,Jason Odom,,Warren Sapp,,,,Brian Griese,Terrell Davis,Rod Smith,Shannon Sharpe,Tony Jones,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,,,Bill Romanowski,Al Wilson,Glenn Cadrez,Ray Crockett,Dale Carter,Tyrone Braxton,Eric Brown,8,17,20-53-0,42-165-1,14-29-132-1-1,15-19-135-0-0,2-12,7-57,120,78,173,243,2-0,2-2,1,2,8-62,2-14,1-12,5-17,0-2,2-3,23:01,36:59,Howard Griffith,Maa Tanuvasa,Keith Traylor,Harald Hasselbach,Trevor Pryce,Donnie Abraham,Chidi Ahanotu,,,,Brad Culpepper,Ronde Barber,Steve White,,,,,,Mike Alstott,Damien Robinson,,Hardy Nickerson,,Shelton Quarles,John Lynch,Derrick Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,September 26,3,1999,80,Baltimore Ravens,Cleveland Browns,Brian Billick,Chris Palmer,1-2,0-3,outdoors,grass,Baltimore Ravens -12.0,36.5 (under),Stoney Case,Errict Rhett,Jermaine Lewis,Aaron Pierce,Jonathan Ogden,Everett Lindsay,Jeff Mitchell,Jeff Blackshear,Harry Swayne,,,,,,Tim Couch,Terry Kirby,Leslie Shepherd,Mark Campbell,Lomas Brown,Jim Pyne,Dave Wohlabaugh,Scott Rehberg,Orlando Brown,,,,Wali Rainer,,Ryan McNeil,Daylon McCutcheon,Marquez Pope,Corey Fuller,11,16,24-100-0,37-184-2,13-32-123-1-1,12-25-165-0-3,4-34,4-15,89,150,189,334,2-2,1-0,3,3,2-20,8-65,2-15,2-13,0-0,0-0,27:08,32:52,Marc Edwards,Derrick Alexander,Darius Holland,Hurvin McCormack,Jerry Ball,DeRon Jenkins,Rob Burnett,,,,,Duane Starks,Michael McCrary,,,,Rahim Abdullah,Jamir Miller,Charles Evans,Rod Woodson,Larry Webster,Ray Lewis,Lional Dalton,,Kim Herring,,,,Peter Boulware,Jamie Sharper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,September 26,3,1999,80,New York Jets,Washington Redskins,Bill Parcells,Norv Turner,0-3,2-1,outdoors,astroturf,Washington Redskins -1.0,43.5 (over),Rick Mirer,Curtis Martin,Dedric Ward,Eric Green,Jumbo Elliott,Kerry Jenkins,Kevin Mawae,Randy Thomas,Jason Fabini,,,,,,Brad Johnson,Stephen Davis,Albert Connell,Stephen Alexander,Andy Heck,Keith Sims,Cory Raymer,Tre' Johnson,Jon Jansen,Kenard Lang,Dan Wilkinson,,,,,,,,21,19,29-96-3,31-142-1,17-28-241-0-0,17-31-227-1-1,1-4,6-32,237,195,333,337,0-0,2-1,0,2,5-35,8-86,3-11,6-16,0-0,1-1,28:53,31:07,Larry Centers,,,,,Aaron Glenn,Rick Lyle,Bryan Cox,Mo Lewis,Victor Green,Ernie Logan,Ray Mickens,Anthony Pleasant,Marvin Jones,James Farrior,Steve Atwater,,,Richie Anderson,,,,,,,,,,,,,,,,,,,Darrell Green,Derek Smith,Leomont Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,September 26,3,1999,80,San Diego Chargers,Indianapolis Colts,Mike Riley,Jim Mora,1-1,2-1,outdoors,grass,Indianapolis Colts -1.0,44.0 (over),Jim Harbaugh,Natrone Means,Jeff Graham,Freddie Jones,John Jackson,Aaron Taylor,Roman Fortin,Raleigh Roundtree,Vaughn Parker,,,,,,Peyton Manning,Edgerrin James,Marvin Harrison,Marcus Pollard,Tarik Glenn,Steve McKinney,Larry Moore,Waverly Jackson,Adam Meadows,,,,Mike Barber,,Jeff Burris,Tyrone Poole,Chad Cota,Jason Belser,26,16,22-64-1,25-95-1,29-54-404-2-1,15-37-188-0-1,0-0,3-9,404,179,468,274,2-0,0-0,1,1,8-60,5-45,8-16,5-15,0-0,0-0,31:33,28:27,,Shawn King,Bernard Whittington,Chad Bratzke,Ellis Johnson,Charles Dimry,Albert Fontenot,,,,,Terrance Shaw,Raylee Johnson,,,,Cornelius Bennett,Andre Royal,Fred McCrary,Mike Dumas,Norman Hand,,John Parrella,,Rodney Harrison,,,,,,,,,,,,,,,,,Lewis Bush,,,,,,,,,,,,,,,,Eric Hill,,,,,,,,,
39,September 26,3,1999,80,Jacksonville Jaguars,Tennessee Titans,Tom Coughlin,Jeff Fisher,2-1,3-0,outdoors,grass,Jacksonville Jaguars -9.5,45.0 (under),Mark Brunell,James Stewart,Jimmy Smith,Damon Jones,Tony Boselli,Rich Tylski,John Wade,Zach Wiegert,Leon Searcy,,,,,,Neil O'Donnell,Eddie George,Yancey Thigpen,Frank Wycheck,Brad Hopkins,Scott Sanderson,Bruce Matthews,Benji Olson,Jon Runyan,,,,Barron Wortham,,Denard Walker,Samari Rolle,Blaine Bishop,Marcus Robertson,15,22,26-51-0,33-137-0,17-32-204-2-1,22-42-232-1-3,2-13,0-0,191,232,242,369,2-1,2-1,2,4,9-82,9-79,4-13,6-16,0-0,0-1,27:49,32:11,Lorenzo Neal,Jevon Kearse,Mike Jones,Henry Ford,Jason Fisk,Fernando Bryant,Renaldo Wynn,,,,,Aaron Beasley,Tony Brackens,,,,Eddie Robinson,Joe Bowden,,Carnell Lake,Gary Walker,Lonnie Marts,Seth Payne,Bryce Paup,Donovin Darius,Kevin Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,September 26,3,1999,80,Green Bay Packers,Minnesota Vikings,Ray Rhodes,Dennis Green,2-1,1-2,outdoors,grass,Pick,47.5 (under),Brett Favre,Dorsey Levens,Bill Schroeder,Tyrone Davis,Ross Verba,Mike Wahle,Frank Winters,Marco Rivera,Earl Dotson,,,,,,Randall Cunningham,Robert Smith,Randy Moss,Andrew Glover,Todd Steussie,Randall McDaniel,Jeff Christy,David Dixon,Korey Stringer,,,,Ed McDaniel,Dwayne Rudd,Ramos McDonald,Jimmy Hitchcock,Robert Griffith,Orlando Thomas,21,20,29-97-1,22-71-0,18-32-244-1-2,24-39-304-1-0,2-13,2-15,231,289,328,360,0-0,0-0,2,0,5-30,5-47,3-12,5-13,2-2,1-1,30:54,29:06,,Chris Doleman,,Duane Clemons,,Mike McKenzie,Vaughn Booker,,George Koonce,,Gilbert Brown,Tyrone Williams,Vonnie Holliday,,Brian Williams,,,,,Darren Sharper,,Bernardo Harris,,,LeRoy Butler,,,,,,,,,Stalin Colinet,,,Billy Lyon,Kenny Wright,,,John Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
41,September 26,3,1999,80,Oakland Raiders,Chicago Bears,Jon Gruden,Dick Jauron,2-1,1-2,outdoors,grass,Oakland Raiders -7.0,38.0 (over),Rich Gannon,Tyrone Wheatley,James Jett,Rickey Dudley,Mo Collins,Steve Wisniewski,Barret Robbins,Gennaro DiNapoli,Lincoln Kennedy,James Harris,Russell Maryland,,Charles Woodson,,Shane Matthews,Curtis Enis,Alonzo Mayes,,Jerry Wisne,Todd Perry,Olin Kreutz,Chris Villarrial,James Williams,,,Ricardo McDonald,Sean Harris,Barry Minter,Walt Harris,Terry Cousin,Tony Parrish,Chris Hudson,11,22,16-34-0,26-109-1,23-35-216-2-1,26-35-295-2-0,3-18,4-12,198,283,232,392,3-2,5-5,3,5,17-121,9-85,4-13,8-13,0-0,0-0,25:31,34:29,Ty Hallock,Bryan Robinson,Jim Flanigan,Russell Davis,Mike Wells,,,,,,,,,,,,,,Jon Ritchie,Eric Turner,,Greg Biekert,,,Anthony Newman,,,,,,,,,,,,,,,,,Richard Harvey,,,,,,,,,,,,,,,,,,,,,,,,,
42,September 26,3,1999,80,New England Patriots,New York Giants,Pete Carroll,Jim Fassel,3-0,1-2,outdoors,grass,New England Patriots -6.0,43.5 (under),Drew Bledsoe,Lamont Warren,Terry Glenn,Ben Coates,Bruce Armstrong,Heath Irwin,Damien Woody,Todd Rucci,Max Lane,,,,,,Kent Graham,,Amani Toomer,Howard Cross,Roman Oben,Luke Petitgout,Brian Williams,Ron Stone,Scott Gragg,,,,Corey Widmer,,Jason Sehorn,Phillippi Sparks,Sam Garnes,Percy Ellsworth,19,17,26-57-0,29-67-1,23-36-216-2-0,20-28-233-0-0,1-15,1-10,201,223,258,290,0-0,0-0,0,0,2-10,3-25,5-14,5-12,1-2,0-0,29:19,30:41,Charles Way,Michael Strahan,Robert Harris,Cedric Jones,Keith Hamilton,Ty Law,Brandon Mitchell,,,,,Steve Israel,Willie McGinest,,,,,,Tony Carter,Chris Carter,Chad Eaton,Andy Katzenmoyer,Henry Thomas,Chris Slade,Lawyer Milloy,Tedy Bruschi,,,,,,,,,,,,,,,,,Ryan Phillips,,,,,,,,,,,,,,,,,,,,,,,,
