,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeDT,homeNT,homeRDE,homeMLB,homeWLB,homeLCB,homeCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDE,awayNT,awayRUSH,awayWILL,awayMIKE,awaySAM,awayLCB,awayCB,awayRCB,awaySS,awayFS,awayDT,awayMLB,awaySLB,awayWLB,homeDE,homeLILB,homeLOLB,homeRILB,homeROLB,awayHB,awayLDE,awayRDE,homeOLB,awayLB,awayS,homeILB,awayDB,homeSLB,homeFB,homeMIKE,homeRUSH,homeWILL,awayLILB,awayLOLB,awayRILB,awayROLB,awayOLB,homeNB,homeS,homeEND,homeLB,homeT,awayLDT,awayRDT,homeLDT,homeRDT,awayILB,homeLLB,homeRLB,awayBLB,homeJLB,awayEND,awayT,homeDB,awayJLB,homeBLB,homeSAM,awayLLB,awayRLB,homeHB,homeTE/F,homeUT,awayG,awayWIL,awayLOT,awayROT,homeLOT,homeROT,awayNB,homeWIL,awayILBV,awayUT,awayOL,home2,homeDL,awayOT,homeH-B
28,2013,September 15,2,Oakland Raiders,Jacksonville Jaguars,Dennis Allen,Gus Bradley,1-1,0-2,outdoors,grass ,Oakland Raiders -5.0,40.5 (under),Terrelle Pryor,Darren McFadden,Rod Streater,Jeron Mastrud,Khalif Barnes,Lucas Nix,Stefen Wisniewski,Mike Brisiel,Tony Pashos,Jason Hunter,Vance Walker,Pat Sims,Lamarr Houston,Nick Roach,Kevin Burnett,Mike Jenkins,,Tracy Porter,Tyvon Branch,Charles Woodson,Chad Henne,Maurice Jones-Drew,Will Ta'ufo'ou,Cecil Shorts,Allen Reisner,Eugene Monroe,Will Rackley,Brad Meester,Uche Nwaneri,Luke Joeckel,Jason Babin,,,,,,Will Blackmon,,Alan Ball,Johnathan Cyprien,Dwight Lowery,Sen'Derrick Marks,Paul Posluszny,,,,,,,,,Tyson Alualu,,,,,,,Sio Moore,Marcel Reece,,,,,,,,Geno Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2013,September 15,2,New York Giants,Denver Broncos,Tom Coughlin,John Fox,0-2,2-0,outdoors,fieldturf,Denver Broncos -4.0,52.5 (over),Eli Manning,David Wilson,Hakeem Nicks,Henry Hynoski,Will Beatty,Kevin Boothe,David Baas,Chris Snee,Justin Pugh,Justin Tuck,,,Mathias Kiwanuka,,Spencer Paysinger,Corey Webster,,Prince Amukamara,Antrel Rolle,Ryan Mundy,Peyton Manning,Knowshon Moreno,,Eric Decker,Julius Thomas,Ryan Clady,Zane Beadles,Manuel Ramirez,Louis Vasquez,Orlando Franklin,,Terrance Knighton,,,,,Chris Harris Jr.,,Dominique Rodgers-Cromartie,Duke Ihenacho,Rahim Moore,Kevin Vickerson,Wesley Woodyard,Nate Irving,Danny Trevathan,,,,,,,Derek Wolfe,Shaun Phillips,,,,,,Jacquian Williams,,,,,,,,,,,,,,,,,Linval Joseph,Cullen Jenkins,,,,,,,,Terrell Thomas,,,,,,,,,,,,,,,,,,,,,,,
30,2013,September 15,2,Seattle Seahawks,San Francisco 49ers,Pete Carroll,Jim Harbaugh,2-0,1-1,outdoors,fieldturf ,Seattle Seahawks -2.5,43.5 (under),Russell Wilson,Marshawn Lynch,Jermaine Kearse,Zach Miller,Russell Okung,Paul McQuistan,Max Unger,J.R. Sweezy,Breno Giacomini,Red Bryant,,,Michael Bennett,Bobby Wagner,,Richard Sherman,,Walter Thurmond,Kam Chancellor,Earl Thomas,Colin Kaepernick,Frank Gore,Bruce Miller,Anquan Boldin,Garrett Celek,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,Ian Williams,,,,,Carlos Rogers,,Tarell Brown,Donte Whitner,Eric Reid,,,,,,,,,,,,,K.J. Wright,,,,,,Derrick Coleman,,,,,,,,Aldon Smith,,,,,,Ray McDonald,Justin Smith,Tony McDaniel,Brandon Mebane,NaVorro Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2013,September 16,2,Cincinnati Bengals,Pittsburgh Steelers,Marvin Lewis,Mike Tomlin,1-1,0-2,outdoors,fieldturf ,Cincinnati Bengals -6.5,40.0 (under),Andy Dalton,,Mohamed Sanu,Jermaine Gresham,Andrew Whitworth,Clint Boling,Kyle Cook,Kevin Zeitler,Andre Smith,Carlos Dunlap,Geno Atkins,Domata Peko,Michael Johnson,,,Terence Newman,,Leon Hall,George Iloka,Reggie Nelson,Ben Roethlisberger,Felix Jones,,Antonio Brown,David Paulson,Mike Adams,Ramon Foster,Fernando Velasco,David DeCastro,Marcus Gilbert,Evander Hood,Steve McLendon,,,,,William Gay,,Ike Taylor,Troy Polamalu,Ryan Clark,,,,,,,,,,,,,,,,,,,,,,,Kion Wilson,LaMarr Woodley,Lawrence Timmons,Jarvis Jones,,,,,Vontaze Burfict,,,,,,,,,,,,,Adam Jones,,,,,,BenJarvus Green-Ellis,,,,,,,,,,,,,,,,,
32,2013,September 19,3,Philadelphia Eagles,Kansas City Chiefs,Chip Kelly,Andy Reid,1-2,3-0,outdoors,grass ,Philadelphia Eagles -3.5,50.0 (under),Michael Vick,LeSean McCoy,Jason Avant,Brent Celek,Jason Peters,Evan Mathis,Jason Kelce,Todd Herremans,Lane Johnson,Cedric Thornton,,Isaac Sopoaga,Fletcher Cox,,,Bradley Fletcher,,Cary Williams,Nate Allen,Patrick Chung,Alex Smith,Jamaal Charles,Anthony Sherman,Dexter McCluster,,Branden Albert,Jeff Allen,Rodney Hudson,Jon Asamoah,Eric Fisher,,Dontari Poe,,,,,Brandon Flowers,,Sean Smith,Eric Berry,Kendrick Lewis,,,,,,,Connor Barwin,,Trent Cole,,,Mike DeVito,,,,DeMeco Ryans,Husain Abdullah,,,,,,Akeem Jordan,Justin Houston,Derrick Johnson,Tamba Hali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2013,September 22,3,New England Patriots,Tampa Bay Buccaneers,Bill Belichick,Greg Schiano,3-0,0-3,outdoors,fieldturf ,New England Patriots -7.5,44.5 (under),Tom Brady,Brandon Bolden,Kenbrell Thompkins,,Nate Solder,Logan Mankins,Ryan Wendell,Dan Connolly,Sebastian Vollmer,Rob Ninkovich,Vince Wilfork,,Chandler Jones,,,Aqib Talib,,Kyle Arrington,,,Josh Freeman,Doug Martin,Erik Lorig,Vincent Jackson,Nate Byham,Donald Penn,Carl Nicks,Jeremy Zuttah,Davin Joseph,Demar Dotson,,,,,,,Darrelle Revis,,Leonard Johnson,Mark Barron,Dashon Goldson,Gary Gibson,Lavonte David,,,,,,,,,Da'Quan Bowers,Adrian Clayborn,,,,,Ahmad Black,,,,,,,,,,,,Steve Gregory,,Jerod Mayo,,,,,,,,,,,,,Devin McCourty,,,,,,,,,,,,,,,,,,,,,,,
34,2013,September 22,3,Dallas Cowboys,St. Louis Rams,Jason Garrett,Jeff Fisher,2-1,1-2,retractable roof (closed),matrixturf,Dallas Cowboys -3.5,47.5 (under),Tony Romo,DeMarco Murray,Dwayne Harris,Jason Witten,Tyron Smith,Ronald Leary,Travis Frederick,Mackenzy Bernadeau,Doug Free,George Selvie,Nick Hayden,,DeMarcus Ware,Sean Lee,Bruce Carter,Brandon Carr,,Orlando Scandrick,J.J. Wilcox,Barry Church,Sam Bradford,,,Austin Pettis,Jared Cook,Jake Long,Chris Williams,Scott Wells,Harvey Dahl,Joe Barksdale,,,,,,,Cortland Finnegan,,Janoris Jenkins,T.J. McDonald,Rodney McLeod,,James Laurinaitis,,,,,,,,Tavon Austin,Chris Long,Robert Quinn,,,,,,,,,,,,,,,,,,,,,Kendall Langford,Michael Brockers,,,,,,,,,,,,,,Alec Ogletree,Trumaine Johnson,,,,,,,,,,,,,,,,,,
35,2013,September 22,3,Carolina Panthers,New York Giants,Ron Rivera,Tom Coughlin,1-2,0-3,outdoors,grass ,New York Giants -3.0,46.5 (under),Cam Newton,DeAngelo Williams,Brandon LaFell,Greg Olsen,Jordan Gross,Amini Silatolu,Ryan Kalil,Chris Scott,Byron Bell,Charles Johnson,,,Greg Hardy,Luke Kuechly,Chase Blackburn,Drayton Florence,,Captain Munnerlyn,Robert Lester,Mike Mitchell,Eli Manning,David Wilson,,Hakeem Nicks,Brandon Myers,Will Beatty,Kevin Boothe,David Baas,Chris Snee,Justin Pugh,,,,,,,Aaron Ross,,Prince Amukamara,Antrel Rolle,Ryan Mundy,,Mark Herzlich,Keith Rivers,Spencer Paysinger,,,,,,,Justin Tuck,Jason Pierre-Paul,,,,,,Thomas Davis,Mike Tolbert,,,,,,,,,,,,,,Linval Joseph,Cullen Jenkins,Colin Cole,Star Lotulelei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2013,September 22,3,Baltimore Ravens,Houston Texans,John Harbaugh,Gary Kubiak,2-1,2-1,outdoors,sportturf,Houston Texans -1.0,44.5 (under),Joe Flacco,Bernard Pierce,Torrey Smith,Ed Dickson,Bryant McKinnie,Kelechi Osemele,Gino Gradkowski,Marshal Yanda,Michael Oher,,Arthur Jones,Haloti Ngata,,,,Lardarius Webb,,Jimmy Smith,James Ihedigbo,Matt Elam,Matt Schaub,Arian Foster,Greg Jones,DeAndre Hopkins,Owen Daniels,Ryan Harris,Wade Smith,Chris Myers,Brandon Brooks,Derek Newton,J.J. Watt,Earl Mitchell,,,,,Kareem Jackson,,Johnathan Joseph,Danieal Manning,Ed Reed,,Joe Mays,Brooks Reed,Whitney Mercilus,Marcus Spears,,,,,,,,,,,,,,Vonta Leach,Daryl Smith,Terrell Suggs,Josh Bynes,,,,,,,,,,,,,,,,,,,,,,,,,Courtney Upshaw,,,,,,,,,,,,,,,,,,,,
37,2013,September 22,3,New Orleans Saints,Arizona Cardinals,Sean Payton,Bruce Arians,3-0,1-2,dome,sportturf,New Orleans Saints -7.5,48.5 (under),Drew Brees,Darren Sproles,Kenny Stills,Ben Watson,Charles Brown,Ben Grubbs,Brian De La Puente,Tim Lelito,Zach Strief,Akiem Hicks,,John Jenkins,Cameron Jordan,,,Jabari Greer,,Keenan Lewis,Kenny Vaccaro,Malcolm Jenkins,Carson Palmer,Rashard Mendenhall,,Michael Floyd,Jim Dray,Levi Brown,Daryn Colledge,Lyle Sendlein,Paul Fanaika,Eric Winston,Calais Campbell,Alameda Ta'amu,,Lorenzo Alexander,,Sam Acho,Patrick Peterson,,Jerraud Powers,Yeremiah Bell,Rashad Johnson,Darnell Dockett,,,,,,,,,,,,Parys Haralson,,,David Hawthorne,,,,,,,,,,,,,,,,,,,,,Karlos Dansby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2013,September 22,3,Tennessee Titans,San Diego Chargers,Mike Munchak,Mike McCoy,2-1,1-2,outdoors,grass ,Tennessee Titans -3.0,43.0 (under),Jake Locker,Chris Johnson,Nate Washington,Delanie Walker,Michael Roos,Andy Levitre,Robert Turner,Chance Warmack,David Stewart,,Jurrell Casey,,,Moise Fokou,Zach Brown,,Alterraun Verner,,Bernard Pollard,Michael Griffin,Philip Rivers,Danny Woodhead,,Vincent Brown,Ladarius Green,King Dunlap,Chad Rinehart,Nick Hardwick,Jeromey Clary,Mike Harris,,,,,,,Derek Cox,,Johnny Patrick,Marcus Gilchrist,Eric Weddle,Cam Thomas,,,,Ropati Pitoitua,,,,,,Kendall Reyes,Corey Liuget,,,,,,Akeem Ayers,,,,,,,,,Jarret Johnson,,,,,,,,,,Bront Bird,,,,,,,,,,,,,,Craig Stevens,,,,,,,,,,,,,,,,
39,2013,September 22,3,Cincinnati Bengals,Green Bay Packers,Marvin Lewis,Mike McCarthy,2-1,1-2,outdoors,fieldturf ,Green Bay Packers -3.0,49.5 (over),Andy Dalton,,Mohamed Sanu,Jermaine Gresham,Andrew Whitworth,Clint Boling,Kyle Cook,Kevin Zeitler,Andre Smith,Carlos Dunlap,Geno Atkins,Domata Peko,Michael Johnson,,,Terence Newman,,Leon Hall,George Iloka,Reggie Nelson,Aaron Rodgers,James Starks,,James Jones,Jermichael Finley,David Bakhtiari,Josh Sitton,Evan Dietrich-Smith,T.J. Lang,Don Barclay,,Ryan Pickett,,,,,Tramon Williams,Micah Hyde,Sam Shields,Chris Banjo,M.D. Jennings,,Brad Jones,,,,,,,,,,B.J. Raji,,,,,,,,,,,,Nick Perry,,Clay Matthews,,,,,Vontaze Burfict,,,,,,,,,A.J. Hawk,,,,Adam Jones,,,,,,BenJarvus Green-Ellis,,,,,,,,,,,,,,,,,
40,2013,September 22,3,Washington Redskins,Detroit Lions,Mike Shanahan,Jim Schwartz,0-3,2-1,outdoors,grass ,Detroit Lions -1.0,48.5 (under),Robert Griffin III,Alfred Morris,Leonard Hankerson,Logan Paulsen,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Tyler Polumbus,Kedric Golston,,Barry Cofield,Stephen Bowen,London Fletcher,,DeAngelo Hall,David Amerson,Josh Wilson,Brandon Meriweather,,Matthew Stafford,Joique Bell,,Nate Burleson,Brandon Pettigrew,Riley Reiff,Rob Sims,Dominic Raiola,Larry Warford,Corey Hilliard,Jason Jones,,,,,,Chris Houston,,Rashean Mathis,Glover Quin,Louis Delmas,Nick Fairley,Stephen Tulloch,,,,,Ryan Kerrigan,,Brian Orakpo,,,,,,,,,,Darrel Young,,,,,,,,Ashlee Palmer,,,,,,,,,,,,,,Perry Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2013,September 22,3,Minnesota Vikings,Cleveland Browns,Leslie Frazier,Rob Chudzinski,0-3,1-2,dome,sportturf,Minnesota Vikings -7.0,40.0 (over),Christian Ponder,,Greg Jennings,Kyle Rudolph,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,Brian Robison,,Letroy Guion,Jared Allen,Erin Henderson,Marvin Mitchell,Josh Robinson,,Chris Cook,Jamarca Sanford,Harrison Smith,Brian Hoyer,Chris Ogbonnaya,,Davone Bess,Gary Barnidge,Joe Thomas,John Greco,Alex Mack,Oniel Cousins,Mitchell Schwartz,,Phil Taylor,,,,,Joe Haden,,Buster Skrine,T.J. Ward,Tashaun Gipson,,,,,,,,,,,Ahtyba Rubin,Desmond Bryant,,,,,,Chad Greenway,Zach Line,,,,,,,,Paul Kruger,,,,,,,,,,Craig Robertson,,,,,,,,,,,,,Adrian Peterson,,Kevin Williams,,,,,,,,,,,,,,,
42,2013,September 22,3,Miami Dolphins,Atlanta Falcons,Joe Philbin,Mike Smith,3-0,1-2,outdoors,grass ,Miami Dolphins -2.5,45.5 (over),Ryan Tannehill,Lamar Miller,Brandon Gibson,Charles Clay,Jonathan Martin,Richie Incognito,Mike Pouncey,John Jerry,Tyson Clabo,Cameron Wake,Jared Odrick,,Olivier Vernon,,,,Nolan Carroll,,,,Matt Ryan,Jacquizz Rodgers,,Roddy White,Tony Gonzalez,Lamar Holmes,Justin Blalock,Peter Konz,Garrett Reynolds,Jeremy Trueblood,,,,,,,,Robert McClain,,,,Corey Peters,,,,,,,,,,Jonathan Massaquoi,Osi Umenyiora,,Joplo Bartu,William Moore,,,,,,,,,,,,,,Reshad Jones,,Philip Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2013,September 22,3,New York Jets,Buffalo Bills,Rex Ryan,Doug Marrone,2-1,1-2,outdoors,fieldturf,New York Jets -2.5,41.0 (over),Geno Smith,Chris Ivory,Santonio Holmes,Jeff Cumberland,D'Brickashaw Ferguson,Vlad Ducasse,Nick Mangold,Willie Colon,Austin Howard,,,Damon Harrison,,,,,Kyle Wilson,,,,EJ Manuel,C.J. Spiller,,Robert Woods,Lee Smith,Cordy Glenn,Colin Brown,Eric Wood,Kraig Urbik,Erik Pears,,,,,,,Leodis McKelvin,,Justin Rogers,Aaron Williams,Da'Norris Searcy,Kyle Williams,Kiko Alonso,Manny Lawson,Arthur Moats,,,,,,,Alex Carrington,Mario Williams,Calvin Pace,,,,,,Tommy Bohanon,David Harris,,Demario Davis,,,,,,,Dawan Landry,Muhammad Wilkerson,,Sheldon Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2013,September 22,3,San Francisco 49ers,Indianapolis Colts,Jim Harbaugh,Chuck Pagano,1-2,2-1,outdoors,grass ,San Francisco 49ers -10.0,45.5 (under),Colin Kaepernick,Frank Gore,Kyle Williams,Vance McDonald,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,,Glenn Dorsey,,,,Carlos Rogers,,Tarell Brown,Donte Whitner,Eric Reid,Andrew Luck,Ahmad Bradshaw,Stanley Havili,Reggie Wayne,,Anthony Castonzo,Hugh Thornton,Mike McGlynn,Jeff Linkenbach,Gosder Cherilus,Cory Redding,Aubrayo Franklin,Robert Mathis,Jerrell Freeman,Kelvin Sheppard,,Greg Toler,,Vontae Davis,Antoine Bethea,Delano Howell,Ricky Jean-Francois,,Erik Walden,,,,,,,,,,Aldon Smith,,,NaVorro Bowman,,,Bruce Miller,,,,,,,,,,,,,,,,Ray McDonald,Justin Smith,,,,,,,,,,,,,,,,,Joe Reitz,,,,,,,,,,,,,,
45,2013,September 22,3,Seattle Seahawks,Jacksonville Jaguars,Pete Carroll,Gus Bradley,3-0,0-3,outdoors,fieldturf ,Seattle Seahawks -20.0,39.0 (over),Russell Wilson,Marshawn Lynch,Jermaine Kearse,Zach Miller,Paul McQuistan,James Carpenter,Max Unger,J.R. Sweezy,Breno Giacomini,Red Bryant,,,Cliff Avril,Bobby Wagner,,Richard Sherman,,Brandon Browner,Kam Chancellor,Earl Thomas,Chad Henne,Maurice Jones-Drew,,Cecil Shorts,Allen Reisner,Eugene Monroe,Will Rackley,Brad Meester,Uche Nwaneri,Luke Joeckel,Jason Babin,,,,,,Will Blackmon,,Demetrius McCray,Johnathan Cyprien,Dwight Lowery,Sen'Derrick Marks,Paul Posluszny,,,,,,,,,Tyson Alualu,,K.J. Wright,,,,,,Derrick Coleman,,,,,,,,Geno Hayes,,,,,,,,Tony McDaniel,Brandon Mebane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2013,September 22,3,Pittsburgh Steelers,Chicago Bears,Mike Tomlin,Marc Trestman,0-3,3-0,outdoors,grass ,Chicago Bears -2.5,40.5 (over),Ben Roethlisberger,Felix Jones,Emmanuel Sanders,Heath Miller,Mike Adams,Ramon Foster,Fernando Velasco,David DeCastro,Marcus Gilbert,,,,,,,William Gay,,Ike Taylor,Troy Polamalu,Ryan Clark,Jay Cutler,Matt Forte,,Alshon Jeffery,Martellus Bennett,Jermon Bushrod,Matt Slauson,Roberto Garza,Kyle Long,Jordan Mills,,Stephen Paea,,,,,Tim Jennings,,Charles Tillman,Major Wright,Chris Conte,Henry Melton,D.J. Williams,James Anderson,Lance Briggs,Brett Keisel,Kion Wilson,LaMarr Woodley,Lawrence Timmons,Jarvis Jones,,Corey Wootton,Julius Peppers,,,,,,,Will Johnson,,,,,,,,,,,,,,,,,,,,,,,,,Shamarko Thomas,,,,,,,,,,,,,,,,,,,,,,,
47,2013,September 23,3,Denver Broncos,Oakland Raiders,John Fox,Dennis Allen,3-0,1-2,outdoors,grass ,Denver Broncos -16.5,48.5 (over),Peyton Manning,Knowshon Moreno,Demaryius Thomas,Julius Thomas,Chris Clark,Zane Beadles,Manuel Ramirez,Louis Vasquez,Orlando Franklin,Derek Wolfe,Kevin Vickerson,Terrance Knighton,Robert Ayers,Wesley Woodyard,Danny Trevathan,Tony Carter,Chris Harris Jr.,Dominique Rodgers-Cromartie,Duke Ihenacho,Rahim Moore,Terrelle Pryor,Darren McFadden,Marcel Reece,Rod Streater,,Khalif Barnes,Andre Gurode,Stefen Wisniewski,Mike Brisiel,Tony Pashos,,Pat Sims,,,,,Mike Jenkins,Tracy Porter,D.J. Hayden,Brandian Ross,Charles Woodson,Vance Walker,Nick Roach,,Kevin Burnett,,,,,,,Jason Hunter,Lamarr Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2013,September 26,4,St. Louis Rams,San Francisco 49ers,Jeff Fisher,Jim Harbaugh,1-3,2-2,dome,astroplay,San Francisco 49ers -4.0,42.5 (over),Sam Bradford,Daryl Richardson,Austin Pettis,Lance Kendricks,Jake Long,Chris Williams,Scott Wells,Harvey Dahl,Joe Barksdale,Chris Long,,,Robert Quinn,James Laurinaitis,,Cortland Finnegan,,Janoris Jenkins,T.J. McDonald,Rodney McLeod,Colin Kaepernick,Frank Gore,Bruce Miller,Anquan Boldin,Vance McDonald,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,Glenn Dorsey,,,,,Carlos Rogers,,Tarell Brown,Donte Whitner,Eric Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Skuta,,,,,,Ray McDonald,Justin Smith,Kendall Langford,Michael Brockers,NaVorro Bowman,Alec Ogletree,Will Witherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2013,September 29,4,Buffalo Bills,Baltimore Ravens,Doug Marrone,John Harbaugh,2-2,2-2,outdoors,a_turf,Baltimore Ravens -4.0,45.0 (under),EJ Manuel,C.J. Spiller,Robert Woods,Lee Smith,Cordy Glenn,Colin Brown,Eric Wood,Kraig Urbik,Erik Pears,Alan Branch,Kyle Williams,,Mario Williams,Kiko Alonso,Arthur Moats,Aaron Williams,,Justin Rogers,Jim Leonhard,Da'Norris Searcy,Joe Flacco,Ray Rice,Vonta Leach,Torrey Smith,Ed Dickson,Bryant McKinnie,Kelechi Osemele,Gino Gradkowski,Marshal Yanda,Michael Oher,Chris Canty,Haloti Ngata,Terrell Suggs,Josh Bynes,Daryl Smith,Courtney Upshaw,Lardarius Webb,,Jimmy Smith,James Ihedigbo,Matt Elam,Arthur Jones,,,,,,,,,,,,,,,,,Manny Lawson,Frank Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2013,September 29,4,Kansas City Chiefs,New York Giants,Andy Reid,Tom Coughlin,4-0,0-4,outdoors,grass ,Kansas City Chiefs -4.5,43.5 (under),Alex Smith,Jamaal Charles,Dexter McCluster,Sean McGrath,Branden Albert,Geoff Schwartz,Rodney Hudson,Jon Asamoah,Eric Fisher,,,Dontari Poe,Mike DeVito,,,Dunta Robinson,Marcus Cooper,Sean Smith,Eric Berry,Kendrick Lewis,Eli Manning,Da'Rel Scott,,Hakeem Nicks,Brandon Myers,Will Beatty,Kevin Boothe,Jim Cordle,James Brewer,Justin Pugh,,,,,,,Aaron Ross,Terrell Thomas,Prince Amukamara,Antrel Rolle,Ryan Mundy,,Mark Herzlich,,Spencer Paysinger,,,Justin Houston,Derrick Johnson,Tamba Hali,,Justin Tuck,Jason Pierre-Paul,,,,,,,,,,,,,,,,,Quintin Demps,,,,Linval Joseph,Cullen Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2013,September 29,4,Houston Texans,Seattle Seahawks,Gary Kubiak,Pete Carroll,2-2,4-0,retractable roof (closed),grass ,Seattle Seahawks -2.0,41.0 (over),Matt Schaub,Arian Foster,Andre Johnson,Owen Daniels,Ryan Harris,Wade Smith,Chris Myers,Brandon Brooks,Derek Newton,,,Earl Mitchell,,Joe Mays,Whitney Mercilus,Kareem Jackson,,Johnathan Joseph,Danieal Manning,Ed Reed,Russell Wilson,Marshawn Lynch,Derrick Coleman,Golden Tate,Zach Miller,Paul McQuistan,James Carpenter,Lemuel Jeanpierre,J.R. Sweezy,Michael Bowie,,,,,,,Richard Sherman,,Brandon Browner,Kam Chancellor,Earl Thomas,,Bobby Wagner,,,J.J. Watt,,,,,,Red Bryant,Michael Bennett,,,,,,Brooks Reed,,,,,,,,,Malcolm Smith,,,,,,Tony McDaniel,Brandon Mebane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2013,September 29,4,Tampa Bay Buccaneers,Arizona Cardinals,Greg Schiano,Bruce Arians,0-4,2-2,outdoors,grass ,Tampa Bay Buccaneers -2.5,40.0 (under),Mike Glennon,Doug Martin,Vincent Jackson,Nate Byham,Donald Penn,Carl Nicks,Jeremy Zuttah,Davin Joseph,Demar Dotson,Daniel Te'o-Nesheim,Akeem Spence,,Adrian Clayborn,Mason Foster,Lavonte David,Darrelle Revis,Johnthan Banks,Leonard Johnson,Mark Barron,Dashon Goldson,Carson Palmer,Rashard Mendenhall,,Larry Fitzgerald,Rob Housler,Levi Brown,Daryn Colledge,Lyle Sendlein,Paul Fanaika,Eric Winston,Calais Campbell,Alameda Ta'amu,,,,Matt Shaughnessy,Patrick Peterson,,Jerraud Powers,Yeremiah Bell,Tyrann Mathieu,Darnell Dockett,,,,,,,,,,,,,,,,,,Erik Lorig,,,,,,,,,,,,,,,,,,Jasper Brinkley,,,,,,,,,,,,,,,,,John Abraham,,,,,,,,,,,,,
53,2013,September 29,4,Detroit Lions,Chicago Bears,Jim Schwartz,Marc Trestman,3-1,3-1,dome,fieldturf ,Detroit Lions -2.5,48.0 (over),Matthew Stafford,Reggie Bush,Calvin Johnson,Brandon Pettigrew,Riley Reiff,Rob Sims,Dominic Raiola,Larry Warford,Corey Hilliard,,Ndamukong Suh,,,Stephen Tulloch,,Chris Houston,,Rashean Mathis,Glover Quin,Louis Delmas,Jay Cutler,Matt Forte,Tony Fiammetta,Alshon Jeffery,Martellus Bennett,Jermon Bushrod,Matt Slauson,Roberto Garza,Kyle Long,Jordan Mills,,Stephen Paea,,,,,Tim Jennings,Isaiah Frey,Charles Tillman,Major Wright,Chris Conte,Nate Collins,,James Anderson,Lance Briggs,Willie Young,,,,,,Corey Wootton,Julius Peppers,DeAndre Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2013,September 29,4,Jacksonville Jaguars,Indianapolis Colts,Gus Bradley,Chuck Pagano,0-4,3-1,outdoors,grass ,Indianapolis Colts -9.5,42.5 (under),Blaine Gabbert,Maurice Jones-Drew,Cecil Shorts,Marcedes Lewis,Eugene Monroe,Will Rackley,Brad Meester,Uche Nwaneri,Luke Joeckel,Tyson Alualu,Sen'Derrick Marks,,,Paul Posluszny,,Will Blackmon,,Alan Ball,Johnathan Cyprien,Josh Evans,Andrew Luck,Trent Richardson,Stanley Havili,T.Y. Hilton,,Anthony Castonzo,Hugh Thornton,Mike McGlynn,Jeff Linkenbach,Gosder Cherilus,Cory Redding,Aubrayo Franklin,Robert Mathis,Jerrell Freeman,Pat Angerer,,Greg Toler,,Vontae Davis,Antoine Bethea,Delano Howell,Fili Moala,,Erik Walden,,Jason Babin,,,,,,,,Geno Hayes,,,,,,Will Ta'ufo'ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
