,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeLDT,homeRDT,homeRDE,homeOLB,homeMLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayLDT,awayRDT,awayRDE,awayLOLB,awayLILB,awayRILB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayFB,awayILB,awayNT,awayOLB,homeDT,homeFB,homeNT,homeSLB,homeWLB,awayMLB,awaySLB,awayWLB,homeDB,homeHB,homeLLB,homeRLB,homeLOT,homeROT,awayHB,awayUT,awayROLB,awayX,awayZ,awayLLB,awayRLB,awaySAM,awayWILL,awayDB,awayDT,awayS,homeCB,homeDE,homeBLB,homeLOLB,homeROLB,awayDE,homeZ,homeLILB,homeRILB,awayLOT,awayROT,homeILB,awayCB,awayBLB,homeUT,homeSAM,homeWIL,homeX,awayFL,awaySE,homeLB,homeFL,homeSE,homeS,awayWIL,awayLB,awayE,awayT,homeDL
139,November 10,10,2002,83,Arizona Cardinals,Seattle Seahawks,6,27,Dave McGinnis,Mike Holmgren,4-5,3-6,outdoors,grass,Arizona Cardinals -3.0,37.0 (under),Jake Plummer,Thomas Jones,Jason McAddley,Steve Bush,L.J. Shelton,Pete Kendall,Jason Starkey,Chris Dishman,Leonard Davis,Fred Wakefield,Russell Davis,Barron Tanner,Kyle Vanden Bosch,,Ronald McKinnon,Duane Starks,David Barrett,Adrian Wilson,Kwamie Lassiter,Matt Hasselbeck,Shaun Alexander,Koren Robinson,Itula Mili,Walter Jones,Chris Gray,Robbie Tobeck,Floyd Wedderburn,Floyd Womack,Lamar King,Chad Eaton,John Randle,Antonio Cochran,,,,Shawn Springs,Ken Lucas,Reggie Tongue,Marcus Robertson,27,19,36-151-2,29-111-0,23-31-260-1-0,17-29-226-0-2,1-5,0-0,255,226,406,337,0-0,3-3,0,5,4-34,3-20,8-14,5-10,0-0,0-0,32:44,27:16,Heath Evans,,,Marcus Bell,,,,,,Isaiah Kacyvenski,,,,,Raynoch Thompson,Rob Fredrickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,November 10,10,2002,83,San Francisco 49ers,Kansas City Chiefs,17,13,Steve Mariucci,Dick Vermeil,7-2,4-5,outdoors,grass,San Francisco 49ers -5.0,49.0 (under),Jeff Garcia,Garrison Hearst,J.J. Stokes,,Derrick Deese,Eric Heitmann,Jeremy Newberry,Ron Stone,Scott Gragg,Chike Okeafor,Bryant Young,Dana Stubblefield,Andre Carter,,,Ahmed Plummer,Jason Webster,Tony Parrish,Ronnie Heard,Trent Green,Priest Holmes,,Tony Gonzalez,Willie Roaf,Brian Waters,Casey Wiegmann,Will Shields,John Tait,Eric Hicks,John Browning,,Duane Clemons,Scott Fujita,,,Eric Warfield,William Bartee,Greg Wesley,Shaunard Harts,14,22,16-80-1,35-155-2,15-27-193-0-0,25-35-175-0-1,3-17,3-7,176,168,256,323,0-0,0-0,0,1,4-37,3-15,4-11,11-18,0-1,1-1,21:26,38:34,Tony Richardson,,Derrick Ransom,,,Fred Beasley,,,,Marvcus Patton,,,,,,,,,,,Mike Maslowski,Eddie Kennison,Johnnie Morton,,,,,,,,,,,Julian Peterson,,,,Derek Smith,Jeff Ulbrich,,,,,,,,,,,,,,,,,,,,
141,November 10,10,2002,83,Chicago Bears,New England Patriots,30,33,Dick Jauron,Bill Belichick,2-7,5-4,outdoors,astroplay,New England Patriots -5.0,39.0 (over),Chris Chandler,Anthony Thomas,Ahmad Merritt,John Davis,Marc Colombo,Mike Gandy,Olin Kreutz,Chris Villarrial,James Williams,Phillip Daniels,Christian Peter,Keith Traylor,Alex Brown,,Brian Urlacher,R.W. McQuarters,Jerry Azumah,Michael Green,Mike Brown,Tom Brady,Antowain Smith,Troy Brown,Daniel Graham,Matt Light,Mike Compton,Damien Woody,Joe Andruzzi,Greg Randall,Bobby Hamilton,Steve Martin,Richard Seymour,Anthony Pleasant,,,,Ty Law,Otis Smith,Lawyer Milloy,Tebucky Jones,19,14,19-82-0,28-125-1,36-55-328-3-1,16-30-183-2-1,2-13,2-9,315,174,397,299,3-1,0-0,2,1,6-65,5-30,6-17,5-15,3-3,1-1,31:00,29:00,Marc Edwards,,,Willie McGinest,,,,Rosevelt Colvin,Bobbie Howard,Ted Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,November 10,10,2002,83,New York Jets,Miami Dolphins,13,10,Herm Edwards,Dave Wannstedt,4-5,5-4,outdoors,grass,New York Jets -2.5,39.5 (under),Chad Pennington,Curtis Martin,Wayne Chrebet,Anthony Becht,Jason Fabini,J.P. Machado,Kevin Mawae,Randy Thomas,Kareem McKenzie,Shaun Ellis,Josh Evans,,John Abraham,,Marvin Jones,Donnie Abraham,Aaron Beasley,Sam Garnes,Damien Robinson,Ray Lucas,,James McKnight,Jed Weaver,Mark Dixon,Jamie Nails,Tim Ruddy,Todd Perry,Todd Wade,Adewale Ogunleye,Tim Bowens,Larry Chester,Jason Taylor,,,,Patrick Surtain,Sam Madison,Arturo Freeman,Brock Marion,15,19,23-69-0,31-97-1,19-28-227-1-0,17-27-167-0-0,3-17,1-0,210,167,279,264,3-2,0-0,2,0,6-30,5-36,3-11,2-11,0-1,0-0,27:34,32:26,,,,,,Richie Anderson,Jason Ferguson,Mo Lewis,Sam Cowart,Zach Thomas,Morlon Greenwood,Derrick Rodgers,,,,,,,Ricky Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,November 11,10,2002,83,Denver Broncos,Oakland Raiders,10,34,Mike Shanahan,Bill Callahan,6-3,5-4,outdoors,grass,Denver Broncos -6.0,45.5 (under),Brian Griese,Clinton Portis,Ed McCaffrey,Shannon Sharpe,Ephraim Salaam,Steve Herndon,Ben Hamilton,Dan Neil,Matt Lepsis,Trevor Pryce,Lional Dalton,Chester McGlockton,Kavika Pittman,,Al Wilson,Deltha O'Neal,Denard Walker,Kenoy Kennedy,Izell Reese,Rich Gannon,Charlie Garner,Jerry Rice,Roland Williams,Barry Sims,Frank Middleton,Barret Robbins,Mo Collins,Lincoln Kennedy,,,,,,,,,,Derrick Gibson,Rod Woodson,20,27,14-27-0,22-77-1,34-38-352-3-0,34-47-293-0-1,1-5,4-28,347,265,374,342,0-0,1-0,0,1,5-35,3-15,6-10,5-12,0-0,1-2,28:19,31:41,,,,Eric Barton,,Mike Anderson,,John Mobley,Ian Gold,Napoleon Harris,,,,,,,,,,,,,,,,,,,John Parrella,,,,,,,DeLawrence Grant,,,,,,,Charles Woodson,,,,,,,,,,,,,,,,
144,November 17,11,2002,83,Minnesota Vikings,Green Bay Packers,31,21,Mike Tice,Mike Sherman,3-7,8-2,dome,astroturf,Green Bay Packers -6.5,50.5 (over),Daunte Culpepper,Michael Bennett,Randy Moss,Byron Chamberlain,Bryant McKinnie,Corbin Lacina,Matt Birk,David Dixon,Chris Liwienski,Kenny Mixon,,,Lance Johnstone,,Greg Biekert,Brian Williams,Eric Kelly,Corey Chavous,Ronnie Bradford,Brett Favre,Ahman Green,Donald Driver,Bubba Franks,Chad Clifton,Mike Wahle,Mike Flanagan,Marco Rivera,Earl Dotson,Aaron Kampman,,,Kabeer Gbaja-Biamila,,,,Mike McKenzie,Tyrone Williams,Marques Anderson,Darren Sharper,18,24,18-71-1,37-218-2,24-43-296-2-3,13-26-217-2-2,0-0,2-10,296,207,367,425,0-0,4-1,3,3,13-118,12-105,3-14,4-12,1-2,0-0,27:55,32:05,William Henderson,,Gilbert Brown,,,,Fred Robbins,Nick Rogers,Henri Crockett,Hardy Nickerson,Na'il Diggs,Nate Wayne,,Jim Kleinsasser,,,,,,,,,,,,,,,Billy Lyon,,,,,,,,,,,,,,,,Chris Hovan,,,,,,,,,,,,,,
145,November 17,11,2002,83,Kansas City Chiefs,Buffalo Bills,17,16,Dick Vermeil,Gregg Williams,5-5,5-5,outdoors,grass,Kansas City Chiefs -3.5,52.5 (under),Trent Green,Priest Holmes,,Tony Gonzalez,Willie Roaf,Brian Waters,Casey Wiegmann,Will Shields,John Tait,Eric Hicks,John Browning,,Duane Clemons,,Marvcus Patton,Eric Warfield,William Bartee,Greg Wesley,Shaunard Harts,Drew Bledsoe,Travis Henry,Eric Moulds,Dave Moore,Jonas Jennings,Ruben Brown,Trey Teague,Marques Sullivan,Mike Williams,Chidi Ahanotu,Ron Edwards,Pat Williams,Aaron Schobel,,,,Antoine Winfield,Nate Clements,Coy Wire,Pierson Prioleau,21,22,26-133-0,37-128-2,24-36-225-1-1,12-20-197-0-0,2-14,1-5,211,192,344,320,0-0,0-0,1,0,13-139,5-39,7-13,4-11,0-0,2-2,31:41,28:19,,,,,,Tony Richardson,Eric Downing,,,London Fletcher,Keith Newman,Eddie Robinson,,,,,,,,,,,,,,,,,,,,,,Scott Fujita,Mike Maslowski,,Johnnie Morton,,,,,,,,,,,Eddie Kennison,,,,,,,,,,,
146,November 17,11,2002,83,Indianapolis Colts,Dallas Cowboys,20,3,Tony Dungy,Dave Campo,6-4,3-7,dome,astroturf,Indianapolis Colts -6.5,39.5 (under),Peyton Manning,Edgerrin James,Reggie Wayne,Mike Roberg,Tarik Glenn,Rick DeMulling,Jeff Saturday,Ryan Diem,Adam Meadows,Chad Bratzke,Brad Scioli,James Cannida,Dwight Freeney,,Rob Morris,Walt Harris,David Macklin,David Gibson,Idrees Bashir,Chad Hutchinson,Emmitt Smith,Joey Galloway,James Whalen,Flozell Adams,Ross Tucker,Tyson Walter,Andre Gurode,Solomon Page,Greg Ellis,,,Peppi Zellner,,,,Derek Ross,Mario Edwards,Darren Woodson,Roy Williams,11,20,18-84-0,34-110-0,11-23-131-0-0,29-38-252-2-1,5-37,0-0,94,252,178,362,2-2,1-0,2,1,4-30,7-35,1-10,6-17,0-0,1-1,19:57,40:03,,,Brandon Noble,,,,,,,Dat Nguyen,Kevin Hardy,Dexter Coakley,,,Mike Peterson,Marcus Washington,,,,,,,,,,,,,La'Roi Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,November 17,11,2002,83,Houston Texans,Jacksonville Jaguars,21,24,Dom Capers,Tom Coughlin,2-8,5-5,retractable roof (open),grass,Jacksonville Jaguars -6.5,36.5 (over),David Carr,Jonathan Wells,Corey Bradford,Jabari Holloway,Chester Pitts,DeMingo Graham,Steve McKinney,Fred Weary,Ryan Young,Gary Walker,,,Jerry DeLoach,,Jamie Sharper,Aaron Glenn,Marcus Coleman,Eric Brown,Matt Stevens,Mark Brunell,Fred Taylor,Jimmy Smith,Pete Mitchell,Mike Pearson,Brad Meester,John Wade,Chris Naeole,Todd Fordham,Marco Coleman,Marcus Stroud,John Henderson,Rob Meier,,,,Fernando Bryant,Jason Craft,Donovin Darius,Marlon McCree,16,18,28-122-1,28-78-2,15-25-224-2-1,22-30-228-1-1,5-25,4-34,199,194,321,272,1-0,2-1,1,2,7-62,5-40,4-12,2-11,1-1,1-2,28:52,31:08,,,,,,,Seth Payne,,,Wali Rainer,Danny Clark,T.J. Slaughter,,,,,,,,,,,,,,,,,,,,,Jay Foreman,Kailee Wong,Keith Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
148,November 17,11,2002,83,Cincinnati Bengals,Cleveland Browns,20,27,Dick LeBeau,Butch Davis,1-9,5-5,outdoors,grass,Cleveland Browns -3.0,41.5 (over),Jon Kitna,,T.J. Houshmandzadeh,,,Matt O'Dwyer,Rich Braham,Mike Goff,,Vaughn Booker,Glen Steele,Tony Williams,Justin Smith,,Brian Simmons,Kevin Kaesviharn,Artrell Hawkins,Marquand Manuel,Cory Hall,Tim Couch,William Green,Kevin Johnson,Mark Campbell,Ross Verba,Barry Stokes,Dave Wohlabaugh,Shaun O'Hara,Ryan Tucker,Courtney Brown,Gerard Warren,Orpheus Roye,Mark Word,,,,Corey Fuller,Daylon McCutcheon,Robert Griffith,Earl Little,22,14,35-140-0,22-102-1,22-36-242-3-1,17-30-258-1-0,0-0,1-10,242,248,382,350,1-0,2-1,1,1,4-15,4-32,11-18,5-12,0-0,0-1,36:22,23:38,,,,,,,,,,Brant Boyer,,,,Corey Dillon,Canute Curtis,Takeo Spikes,Levi Jones,Willie Anderson,,,,,,,,,,Michael Jameson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,November 17,11,2002,83,Philadelphia Eagles,Arizona Cardinals,38,14,Andy Reid,Dave McGinnis,7-3,4-6,outdoors,fieldturf,Philadelphia Eagles -12.0,37.5 (over),Donovan McNabb,Duce Staley,James Thrash,Chad Lewis,Tra Thomas,Doug Brzezinski,Hank Fraley,Jermane Mayberry,Jon Runyan,Brandon Whiting,Corey Simon,Darwin Walker,Hugh Douglas,,Levon Kirkland,Troy Vincent,Bobby Taylor,Blaine Bishop,Brian Dawkins,Jake Plummer,Thomas Jones,Jason McAddley,Freddie Jones,L.J. Shelton,Pete Kendall,Jason Starkey,Raleigh Roundtree,Leonard Davis,Fred Wakefield,Russell Davis,Barron Tanner,Kyle Vanden Bosch,,,,Duane Starks,David Barrett,Adrian Wilson,Kwamie Lassiter,15,26,20-124-0,43-212-1,20-35-163-2-1,20-25-255-4-1,4-39,1-5,124,250,248,462,1-0,2-1,1,2,1-5,8-88,7-16,7-11,1-4,0-0,23:45,36:15,,,,,,Cecil Martin,,,,Ronald McKinnon,,,,,,,,,,,,,,Raynoch Thompson,Rob Fredrickson,,,,,,,,,,,,,,,,,,,,,Ike Reese,Shawn Barber,,,,,,,,,,,,
150,November 17,11,2002,83,Tennessee Titans,Pittsburgh Steelers,31,23,Jeff Fisher,Bill Cowher,6-4,5-4-1,outdoors,grass,Pittsburgh Steelers -3.0,44.0 (over),Steve McNair,Eddie George,Derrick Mason,Erron Kinney,Brad Hopkins,Zach Piller,Gennaro DiNapoli,Benji Olson,Fred Miller,Kevin Carter,,Henry Ford,Carlos Hall,,Rocky Calmus,Andre Dyson,Samari Rolle,Tank Williams,Lance Schulters,Tommy Maddox,,,Mark Bruener,Wayne Gandy,Alan Faneca,Jeff Hartings,Kendall Simmons,Marvel Smith,,,,,Jason Gildon,James Farrior,Kendrell Bell,Chad Scott,Dewayne Washington,Lee Flowers,Brent Alexander,20,22,15-45-0,40-121-2,27-45-318-3-3,18-33-257-2-0,1-6,0-0,312,257,357,378,0-0,1-1,3,1,4-20,5-36,5-13,12-19,1-1,0-1,23:27,36:33,,,Casey Hampton,,John Thornton,Greg Comella,,,,,,,,,Peter Sirmon,Keith Bulluck,,,Amos Zereoue,,Joey Porter,,,,,,,,,,,,,,,Aaron Smith,,,,,,,,,,,,,Hines Ward,Plaxico Burress,,,,,,,,,
151,November 17,11,2002,83,New York Giants,Washington Redskins,19,17,Jim Fassel,Steve Spurrier,6-4,4-6,outdoors,grass,New York Giants -3.5,34.5 (over),Kerry Collins,Tiki Barber,Daryl Jones,Jeremy Shockey,Luke Petitgout,Rich Seubert,Chris Bober,Jason Whittle,Mike Rosenthal,Michael Strahan,Cornelius Griffin,Lance Legree,Kenny Holmes,Dhani Jones,Micheal Barrow,Will Allen,Will Peterson,Shaun Williams,Omar Stoutmire,Shane Matthews,Stephen Davis,Derrius Thompson,Walter Rasby,Chris Samuels,David Loverne,Larry Moore,Wilbert Brown,Jon Jansen,Renaldo Wynn,Dan Wilkinson,Daryl Gardener,Bruce Smith,,,,Champ Bailey,Fred Smoot,Ifeanyi Ohalete,David Terrell,12,21,21-60-0,38-88-0,15-35-113-2-1,22-46-211-1-2,2-7,0-0,106,211,166,299,2-1,1-1,2,3,7-39,8-75,3-16,6-17,1-2,1-1,23:18,36:42,Bryan Johnson,,,,,,,,,Jeremiah Trotter,LaVar Arrington,Jessie Armstead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,November 17,11,2002,83,Atlanta Falcons,New Orleans Saints,24,17,Dan Reeves,Jim Haslett,6-3-1,7-3,dome,astroturf,Atlanta Falcons -1.5,51.0 (under),Michael Vick,Warrick Dunn,Brian Finneran,Reggie Kelly,Bob Whitfield,Travis Claridge,Todd McClure,Kynan Forney,Todd Weiner,Patrick Kerney,,,Ed Jasper,Matt Stewart,,Ray Buchanan,Ashley Ambrose,Gerald McBurrows,Keion Carpenter,Aaron Brooks,Deuce McAllister,Joe Horn,David Sloan,Kyle Turley,Kendyl Jacox,Jerry Fontenot,Victor Riley,Spencer Folau,Willie Whitehead,Norman Hand,Grady Jackson,Darren Howard,,,,Dale Carter,Fred Thomas,Sammy Knight,Jay Bellamy,16,22,21-80-0,37-155-1,20-31-279-2-1,11-23-160-2-1,2-15,3-23,264,137,344,292,1-1,0-0,2,1,16-133,9-69,5-11,6-12,1-1,0-0,26:37,33:23,Terrelle Smith,,,Darrin Smith,,Bob Christian,Ellis Johnson,,,Charlie Clemons,,Sedrick Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Brooking,,,,,,,,,,,,,,,,,
153,November 17,11,2002,83,San Diego Chargers,San Francisco 49ers,20,17,Marty Schottenheimer,Steve Mariucci,7-3,7-3,outdoors,grass,San Francisco 49ers -2.5,43.0 (under),Drew Brees,LaDainian Tomlinson,Tim Dwight,Stephen Alexander,Ed Ellis,Bob Hallen,Jason Ball,Toniu Fonoti,Sammy Williams,Marcellus Wiley,Jamal Williams,Jason Fisk,Raylee Johnson,,Donnie Edwards,Alex Molden,Ryan McNeil,Rodney Harrison,Rogers Beckett,Jeff Garcia,Garrison Hearst,Justin Swift,,Derrick Deese,Eric Heitmann,Jeremy Newberry,Ron Stone,Scott Gragg,Chike Okeafor,Bryant Young,Dana Stubblefield,Andre Carter,Julian Peterson,Derek Smith,Jeff Ulbrich,Ahmed Plummer,Jason Webster,Tony Parrish,Ronnie Heard,21,26,31-136-0,28-105-0,25-43-337-2-1,29-50-336-2-1,1-6,0-0,331,336,467,441,0-0,1-0,1,1,8-71,5-36,8-18,4-14,1-1,1-1,35:41,35:08,Fred Beasley,,,,,Fred McCrary,,Ben Leber,Junior Seau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,November 17,11,2002,83,Tampa Bay Buccaneers,Carolina Panthers,23,10,Jon Gruden,John Fox,8-2,3-7,outdoors,grass,Tampa Bay Buccaneers -8.0,34.5 (under),Brad Johnson,Michael Pittman,Keyshawn Johnson,Ken Dilger,Roman Oben,Kerry Jenkins,Jeff Christy,Cosey Coleman,Kenyatta Walker,Greg Spires,Warren Sapp,,Simeon Rice,,Shelton Quarles,Brian Kelly,Ronde Barber,John Lynch,Dexter Jackson,Rodney Peete,Lamar Smith,Steve Smith,Wesley Walls,Todd Steussie,Jamar Nesbit,Jeff Mitchell,Kevin Donnalley,Chris Terry,Julius Peppers,Shane Burton,Kris Jenkins,Mike Rucker,,,,Terry Cousin,Reggie Howard,Mike Minter,Deon Grant,14,19,19-63-0,29-67-0,22-38-205-1-3,22-40-253-2-0,4-37,2-6,168,247,231,314,3-1,4-2,4,2,2-10,5-34,4-14,7-16,1-2,1-1,24:07,35:53,,,,,,,Chartric Darby,Alshermond Singleton,Derrick Brooks,Will Witherspoon,Mark Fields,Hannibal Navies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,November 17,11,2002,83,Miami Dolphins,Baltimore Ravens,26,7,Dave Wannstedt,Brian Billick,6-4,4-6,outdoors,grass,Miami Dolphins -5.0,34.5 (under),Ray Lucas,,Chris Chambers,Randy McMichael,Mark Dixon,Jamie Nails,Tim Ruddy,Todd Perry,Todd Wade,Adewale Ogunleye,Tim Bowens,Larry Chester,Jason Taylor,,Zach Thomas,Patrick Surtain,Sam Madison,Arturo Freeman,Brock Marion,Jeff Blake,Jamal Lewis,Ron Johnson,Todd Heap,,Edwin Mulitalo,Mike Flynn,Bennie Anderson,Ethan Brooks,Anthony Weaver,,,Adalius Thomas,Cornell Brown,Ed Hartwell,Ray Lewis,Alvin Porter,Gary Baxter,Ed Reed,Will Demps,10,17,22-66-0,39-116-3,14-28-127-1-1,18-26-221-0-0,7-36,0-0,91,221,157,337,3-0,1-0,1,0,7-50,3-34,2-13,6-16,1-2,0-0,25:53,34:07,,,Kelly Gregg,,,,,Morlon Greenwood,Derrick Rodgers,,,,,Ricky Williams,,,,,,,Peter Boulware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,November 17,11,2002,83,Detroit Lions,New York Jets,14,31,Marty Mornhinweg,Herm Edwards,3-7,5-5,dome,fieldturf,New York Jets -3.0,43.0 (over),Joey Harrington,,Az-Zahir Hakim,Mikhael Ricks,Jeff Backus,Matt Joyce,Dominic Raiola,Ray Brown,Stockar McDougle,Robert Porcher,Luther Elliss,Shaun Rogers,James Hall,,Chris Claiborne,Chris Cash,Todd Lyght,Corey Harris,Eric Davis,Chad Pennington,Curtis Martin,Wayne Chrebet,Anthony Becht,Jason Fabini,J.P. Machado,Kevin Mawae,Randy Thomas,Kareem McKenzie,Shaun Ellis,Josh Evans,,John Abraham,,,,Donnie Abraham,Aaron Beasley,Sam Garnes,Damien Robinson,26,13,39-189-0,20-108-0,21-26-229-4-1,15-30-171-2-1,1-10,0-0,219,171,408,279,0-0,0-0,1,1,4-45,5-47,8-11,4-12,0-0,0-2,38:44,21:16,Richie Anderson,,Jason Ferguson,,,Cory Schlesinger,,Donte Curry,Barrett Green,Marvin Jones,Mo Lewis,Sam Cowart,,James Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,November 17,11,2002,83,Seattle Seahawks,Denver Broncos,9,31,Mike Holmgren,Mike Shanahan,3-7,7-3,outdoors,fieldturf,Denver Broncos -5.5,42.5 (under),Matt Hasselbeck,Shaun Alexander,James Williams,Itula Mili,Walter Jones,Chris Gray,Robbie Tobeck,Floyd Wedderburn,Floyd Womack,Lamar King,Chad Eaton,John Randle,Antonio Cochran,Marcus Bell,Orlando Huff,Shawn Springs,Ken Lucas,Reggie Tongue,Curtis Fuller,Brian Griese,Clinton Portis,Ed McCaffrey,Jeb Putzier,Ephraim Salaam,Steve Herndon,Ben Hamilton,Dan Neil,Matt Lepsis,Trevor Pryce,Lional Dalton,Chester McGlockton,Kavika Pittman,,,,Deltha O'Neal,Denard Walker,Kenoy Kennedy,Sam Brandon,22,13,34-202-1,16-51-0,19-29-209-2-1,22-36-180-0-2,1-10,5-27,199,153,401,204,1-0,2-1,1,3,11-104,6-56,4-14,4-14,2-2,0-1,31:29,28:31,,,,,,Mack Strong,,,,Al Wilson,John Mobley,Ian Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,November 17,11,2002,83,Oakland Raiders,New England Patriots,27,20,Bill Callahan,Bill Belichick,6-4,5-5,outdoors,grass,Oakland Raiders -4.5,48.0 (under),Rich Gannon,Charlie Garner,Jerry Rice,Roland Williams,Barry Sims,Frank Middleton,Barret Robbins,Mo Collins,Lincoln Kennedy,,,,,Eric Barton,,,,Derrick Gibson,Rod Woodson,Tom Brady,Antowain Smith,Deion Branch,Christian Fauria,Matt Light,Mike Compton,Damien Woody,Joe Andruzzi,Greg Randall,Bobby Hamilton,,Richard Seymour,Willie McGinest,,,,Ty Law,Otis Smith,Lawyer Milloy,Tebucky Jones,12,22,17-48-0,31-97-3,18-30-172-0-0,26-38-297-0-1,4-25,1-8,147,289,195,386,2-1,1-0,1,1,7-34,12-115,4-12,7-14,1-3,1-1,23:23,36:37,,Ted Johnson,,Roman Phifer,John Parrella,,,,,,,,,,,,,,,,,,,,,,,,,,Tory James,DeLawrence Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,November 18,11,2002,83,St. Louis Rams,Chicago Bears,21,16,Mike Martz,Dick Jauron,5-5,2-8,dome,astroturf,St. Louis Rams -10.5,43.5 (under),Marc Bulger,Lamar Gordon,Torry Holt,Brandon Manumaleuna,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,John St. Clair,Leonard Little,Ryan Pickett,Jeff Zgonina,Grant Wistrom,,Jamie Duncan,Travis Fisher,Dre' Bly,Adam Archuleta,Kim Herring,Chris Chandler,Anthony Thomas,Marty Booker,John Davis,Marc Colombo,Mike Gandy,Kevin Dogins,Chris Villarrial,James Williams,Phillip Daniels,Bryan Robinson,Keith Traylor,Alex Brown,,,,R.W. McQuarters,Jerry Azumah,Michael Green,Mike Brown,16,21,22-103-1,20-61-1,20-35-157-0-0,22-37-360-2-1,7-40,4-33,117,327,220,388,0-0,1-1,0,2,5-50,11-97,3-15,6-13,1-2,0-0,30:50,29:10,Daimon Shelton,,,,,James Hodgins,,Robert Thomas,Tommy Polley,Brian Urlacher,Rosevelt Colvin,Bobbie Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,November 24,12,2002,83,Washington Redskins,St. Louis Rams,20,17,Steve Spurrier,Mike Martz,5-6,5-6,outdoors,grass,St. Louis Rams -3.5,41.0 (under),Danny Wuerffel,Stephen Davis,Derrius Thompson,Willie Jackson,Chris Samuels,Alex Sulfsted,Larry Moore,Wilbert Brown,Jon Jansen,Renaldo Wynn,Dan Wilkinson,Daryl Gardener,Bruce Smith,,Jeremiah Trotter,Champ Bailey,Fred Smoot,Ifeanyi Ohalete,David Terrell,Kurt Warner,Lamar Gordon,Isaac Bruce,Ernie Conwell,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,John St. Clair,Leonard Little,Ryan Pickett,Jeff Zgonina,Grant Wistrom,,,,Travis Fisher,Dre' Bly,Adam Archuleta,Kim Herring,25,21,17-84-0,39-127-3,34-49-301-2-1,16-24-235-0-0,3-21,0-0,280,235,364,362,3-1,3-0,2,0,8-65,4-40,9-13,7-12,0-0,1-2,28:44,31:16,James Hodgins,,,,,Bryan Johnson,,LaVar Arrington,Jessie Armstead,,,Tommy Polley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dexter McCleon,,,,,,,,,,,,,,,,
